review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
e92d07515318cef52299bd1c5ac7e9d2,0901941512e5bef7c9fb39452262234d,5,,,2017-10-25 00:00:00,2017-10-26 15:35:02
07a89e81e4631f2eb2111e4cf347f006,05dc8285104a0f76f6e8d6b2ff9417b2,3,,,2018-08-29 00:00:00,2018-08-30 00:26:33
9e96e374304db42a8aecd4a97d53cc1b,00f251b943aba645652c7138e4716fee,5,Super recomendado,Estou plenamente satisfeita com minha aquisição. E recomendo. A única coisa que não concordo é com o valor de frete. Autíssimo.,2018-08-21 00:00:00,2018-08-22 11:09:52
073075873e2d7603248cfc951ad7c2c8,0cae0419c5938004fa8b8dba302552d1,5,,gostei de comprar recebi o produto antes do prazo e de boa qualidade. recomendo.,2017-07-22 00:00:00,2017-07-25 14:53:00
2f17f8ffe35062ac9d76c4dde9c181eb,06d7e8a85f5cfef576c5303ed7d7f2e5,4,,"Entrega feita no prazo e produto em perfeitas condicoes
Parabens a equipe",2016-10-20 00:00:00,2016-10-20 21:56:45
576095ab61345b973e9ee6e8d10b0ebb,0ac484b631e29034fc50593451c208b2,5,,,2017-07-04 00:00:00,2017-07-05 12:51:17
c02f9133515444a1281341896eee1a21,01b4dfef1c8848e8c0431ce17f5f72ea,5,,,2018-08-17 00:00:00,2018-08-17 22:50:34
681f83974b36c2f3b2dbb66b31c2d101,03bd6f7b95588e476cdef4abb2cfdd0d,4,,,2018-08-03 00:00:00,2018-08-04 09:52:20
f99ff17e430a53efe61d359faa3b425e,009838529bb913846ab6670d22865381,3,PRODUTO COM DEFEITO,SOLICITEI DEVOLUÇÃO. PRODUTO COM DEFEITO,2018-06-27 00:00:00,2018-06-28 11:09:14
bc84fbdb0fe01d7532f76f27be322d0b,0ccc28cc32fa5c8ca6a3b2d594700714,1,,,2017-11-17 00:00:00,2017-11-18 01:49:23
9ffe2034f40d65f5541cfecbd8156e86,0af403b34dc11cd542ac6d94ad39aede,5,,Estou muito satisfeita chegou antes do prazo super recomendo ,2017-08-25 00:00:00,2017-08-28 01:05:12
8ec042451b89064557a26251a05b9549,006e91ddb0674525f84ce0da0655c7ba,4,,"O produto chegou como eu imaginava,por enquanto estou gostando
",2018-04-17 00:00:00,2018-04-19 23:22:20
189089fd0b77adae63b5f9def3573c9b,04105b54650921ca3246f52e6f175f46,5,Excelente,,2018-05-11 00:00:00,2018-05-11 14:22:18
2d2ef3021d5a4856e7774efa91ac1c6d,01405161cfdf60dd80df1f393a2796d5,3,,,2018-08-21 00:00:00,2018-08-21 17:27:42
13e80f4d3fe96747729573b4a95484ab,07d60a76803db63f0ca6708011e8cf9b,5,Excelente!,O produto chegou antes do prazo. ,2018-04-29 00:00:00,2018-04-29 21:53:13
23bb19a944b4148d8f438485a594964d,044406a115a855072a8e79d38f028a80,1,,,2017-08-11 00:00:00,2017-08-12 02:14:46
3ba4306480ae86226634b10b023a1250,0a6b6d3fb4616f5b647bc8b0b8f69e0d,1,,"Nao foi entregue na minha casa , por isso nao gostei , nao tenho tempo de esta indo nos correios..",2017-11-07 00:00:00,2017-11-07 14:35:15
830636803620cdf8b6ffaf1b2f6e92b2,0176a6846bcb3b0d3aa3116a9a768597,5,,,2017-12-30 00:00:00,2018-01-02 10:54:06
9c8fa795fde24263e0ccbcbc91b8546b,083f267075b03a6cd837f4faa2c7b881,1,Meu produto não chegou,,2018-08-02 00:00:00,2018-08-02 12:19:03
5dc55cef4dad0e715dbb062e1dd24a03,07a97e5f41dfa29925b661eee8e73c26,5,,,2017-08-30 00:00:00,2017-08-31 00:53:11
bc50b08a79b2f5729c815cf3c3d2ba39,0713f1dd3cdb0f62e71d9a1f01c2bc0b,5,,,2017-08-11 00:00:00,2017-08-12 00:11:06
19b4862e9952de13d95f480bb053955d,0121cfa7c946e6589f50d7012d3eb5eb,5,,"Recebi o produto que queria e antes do prazo combinado, muito bom, recomendo com certeza.",2017-09-07 00:00:00,2017-09-08 14:56:50
6ba1766d9c526808f65628f92152e350,0a1bbcb7a1af6b58931664e147542a2d,5,,Otimo produto e entrega no prazo,2018-04-19 00:00:00,2018-04-20 19:00:01
08ee947fb131a0a99cc9c7cb8b111238,0666806082c797ed8410aadc2e08f286,5,,"Produto lindo, ótimo",2017-07-08 00:00:00,2017-07-09 09:59:54
b62b86ff6108447c826efcf1b157168d,04c28d1572e04b2b3e5b80ca7559e750,1,ENTRAGOU NO PRIMEIRO DIA,"ABRI PROTOCOLO PARA DEVOLUÇÃO, PRODUTO DE BAIXA QUALIDADE DEU PROBLEMA NO PRIMEIRO DIA DE USO.

lannister VIROU UM MERCADO LIVRE....6 PEDIDOS 6 PROBLEMAS ",2018-06-21 00:00:00,2018-06-23 00:12:26
e417e6865995952bb2c2369de0c5737b,063de687a6d9389fb6f6934d19d447f8,5,,,2018-07-10 00:00:00,2018-07-13 20:26:39
bec790c60b0c290955f484d9d3cee718,0cbd0d96e2c18087121c68e209f4e8a3,5,,,2018-08-17 00:00:00,2018-08-17 22:41:41
96ff76965f387549b7d95cb14f89026b,02ec38bbb2e837e0ef32fae6c5a651b5,4,,Recomendo.,2018-03-22 00:00:00,2018-03-24 07:32:36
27fbcb5b1968f2a7962a116c864b2c0e,0a2798cd0ba9166659c07e35ef5eb817,5,,,2017-11-25 00:00:00,2017-11-25 22:48:45
9f853654157c9872b51a099689306366,04210d64e3bdb5a0cd44eb156294991e,5,,,2017-08-25 00:00:00,2017-08-25 21:32:16
91456dd99a250d92478a066ec5d91b41,09914aa3bf0c742de9a4819692ec756b,5,,,2018-01-12 00:00:00,2018-01-13 00:52:21
75478c69aba47abf44e6e84c41ba955c,08c6860a0281fefc591da60249d5fa76,5,,,2017-04-28 00:00:00,2017-06-17 18:54:56
c2aa1cfe7ec7e57ef01153b86af55823,0be098c4a208559b0e6c96c3254481a7,5,,,2018-06-29 00:00:00,2018-07-01 22:20:00
9a7e6c8bad289a9e0140a1ad20e74819,00cf47526e0f7920b381b2baf4ecf1c7,4,,,2017-02-17 00:00:00,2017-02-17 22:59:53
42d7a05a8e13b315d10ffe3d674c3b31,049ad2bf8710b108e943f5074aed4939,4,,,2017-11-11 00:00:00,2017-11-14 00:02:35
90467e68d8367851bea4a1ece83906ee,070d6fe21e7d454b11f1cb27ca2c15c0,3,,o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou ! ,2017-08-27 00:00:00,2017-08-28 13:56:05
772c2f1e27628ff6805a84279b9aefd6,05290ddcf1e8fa2c773e1f37015cc56c,5,,,2018-01-26 00:00:00,2018-01-27 11:16:17
8bc406ac3b0cd96a8e7cb12b976f91fc,07df21cf38c17b4fef05f15d23e3cce7,5,,Excelente serviço,2018-03-08 00:00:00,2018-03-09 11:40:33
11db908ead2e5a77da340ab06c338fda,0a576c94e0a66f147bb4d6949602b85c,3,,,2017-10-05 00:00:00,2017-10-08 13:54:54
68426e9ee9e1e7c6112d218108fa8a5e,0bfa8870838091fe8171ed69f6b89fee,5,,,2018-08-25 00:00:00,2018-08-28 23:15:12
ed19d7f5da6c2c6d4d79f4ec2425f63f,02f751c4c2fc8ca376b65c8847b65f4d,2,,produto entregue totalmente diferente do comprado,2018-06-21 00:00:00,2018-06-25 17:44:56
9d75dcb54cb981f5e25c9f074b58e475,04df14e9618f3ad47f7b1e353b0b9c50,5,,Recebi antes da data prometida. Recomendo esta loja. ,2017-05-30 00:00:00,2017-05-31 19:22:17
aad7dc9aa6d09fba99cca76bcdb0fee3,0c69307b707522f4bf7267c44d06e182,5,Satisfeito!,,2018-05-11 00:00:00,2018-05-16 16:00:40
12bb7793384d3ab81de45068d3da0012,02de39953ce1cf1f7c6d46aac400ee82,5,,,2018-07-31 00:00:00,2018-08-02 19:02:01
3d04a2f375e99a14f0b7087621ba4f3f,022d47e6dd2e127493b8f51c8408078c,5,,,2018-01-23 00:00:00,2018-01-24 00:44:13
9376bf7d9d828774c24d324a7d172bc0,05d6faf8d3942006edf7cbc669faa965,3,,,2017-09-19 00:00:00,2017-09-21 23:01:41
b0d430ed9495cb7bac03457bed6e2ab3,0700ebb6d2f93a025b6ba09074cb57c2,5,,,2017-04-28 00:00:00,2017-05-12 18:25:04
7f8a0fe83bb922984aafc083363174ae,065b60cb1eb8ac3e010b81d60ab6a5a7,5,,,2018-04-18 00:00:00,2018-04-19 02:25:51
f47e865dd8d556ecf314e528d0a1e852,0257956857cf61994611a0a19f4bc247,5,,,2017-10-25 00:00:00,2017-11-09 22:00:11
a2f5682d3a0e84dfee20d6d69c4a5452,0b8dbb26699a171be239666299d2174f,4,,,2017-03-29 00:00:00,2017-04-04 11:18:39
d101eb825268c249b4acf3d4e82868ae,061aa244b31dd240e079ad7a7ce3f32f,5,,,2017-09-27 00:00:00,2017-09-29 22:31:37
720c04e4c1e4ff21d791f37ea740ff0c,058a84184b0421a60f75fdbda47862c1,4,,"Produto entregue, para os leigos como eu: as peças vêm desmontadas e devemos montar, algumas, tal qual a biciclieta, necessitam de cola para permanecer de pé: melhor opção é a cola madeira. ",2018-04-08 00:00:00,2018-04-09 11:34:12
f8177a9118239d4b02cb69f910e27abf,01f74145603bef2ef33949099b48ad28,3,,,2018-01-05 00:00:00,2018-01-10 20:14:06
6c55efc753d963f63f14b6dd6a80d3fc,09ae00385becd9090c7e85eb465605e0,1,,"Não é original, infelizmente o pós vendas da stark é extremamente ruim, pois já entrei em contato e até agora nada, aí consegui ligar para o fornecedor parceiro que já devolveu o dinheiro.",2018-04-04 00:00:00,2018-04-09 12:23:38
d2368792d9b8930c843ce18524cbf7a9,03e53afdd1e98f83636c3fd14562c7ab,5,,,2018-01-06 00:00:00,2018-01-07 03:26:20
0791c771f1267190ec3ff08e214acb3f,04b2afb6447774881079872788d97883,5,Excelente ,Eu recomendaria essa loja. Chegou dentro do prazo. E ótima mercadoria ,2018-04-27 00:00:00,2018-04-27 16:15:31
0300525ef63e9c77a5a798fd312e13f1,08fc1aa23fef732befd3559729544a6a,5,,,2018-05-08 00:00:00,2018-05-10 12:59:24
42c3deb8333a26b38db2618f6c2ccd44,08a8e10798c6955302701d17eb84fdc0,5,,,2017-03-24 00:00:00,2017-03-25 02:12:03
b0473cbc5ea1533d36d3230c17aa569e,06f66faa834248ccd67fa52058285d27,4,,,2018-08-14 00:00:00,2018-08-15 19:43:58
005323819530bea951c3b5d04a381fcd,03e5d6a8dd520898f86f8429ccd07c21,3,,,2018-08-19 00:00:00,2018-08-20 16:47:35
fb837deb43044179a59c4f70b62d331e,05ddf4cc62efcc6f34b8c693eaa2db01,5,,,2018-07-10 00:00:00,2018-07-10 22:28:34
23e790c68acbe511dd7b94c6707f2e41,004f5d8f238e8908e6864b874eda3391,3,,,2018-03-23 00:00:00,2018-03-23 10:19:03
dbcd48d3ff3e8bc81c542ba3e20049cf,072e34b42ad90d7472e9a798f19a6bdb,5,,,2017-02-10 00:00:00,2017-02-14 15:03:41
48f315adb0fcfc986321083d894884a6,076d991923ee938761994a4255f5c5da,5,,,2017-12-30 00:00:00,2017-12-31 12:26:08
d48d8cf67fee1056aef5deb18770de55,00254baeb6c932b0a8aeead91fbd02b5,5,,,2018-05-31 00:00:00,2018-05-31 23:19:37
b6b6afd5b6f92ffdf7c7775a565e7402,03350e641d4d30d50b38c2e3030cd394,5,Otimo,Ótimo produto e chegou antes do prazo,2018-08-19 00:00:00,2018-08-19 17:56:50
0f4e9b7aef843d404deda454d5e3eede,0b9705637e1c3ef0cc684ae4f190964b,4,,,2017-11-11 00:00:00,2017-11-15 18:44:05
0ab63ffeb12e341efe783d1728c704e3,052b35671e2bdd45aa889c5fa09e2809,5,,,2017-12-28 00:00:00,2018-01-01 18:22:33
8538822c4c9eb266f02f91ff3b53e9fe,009c278fa2ed6e7ec498200b60193ca8,5,,Sempre cumpre os prazos de entregues,2018-02-01 00:00:00,2018-02-04 20:43:30
25497dbac0b1609fc171157d193d8dfd,02aec12849744e266394182861265286,5,,Estou muito satisfeita ,2017-09-13 00:00:00,2017-09-14 02:33:23
eed7085ce3adf482ff727d83ef83e297,03ba96e3cd1a918f1e0126c93dd93bb5,5,,"Produto bom, entrega rápida",2017-12-02 00:00:00,2017-12-02 23:16:47
330a99d8cfbb85274e381d9359854b82,0b0448ca144af06370f09b67224e0eec,5,,,2017-12-19 00:00:00,2017-12-22 11:26:52
93bff38e529369b84919d539aa3dc449,0715dfcf2383aa72c181d8b47f6cb589,5,,,2018-02-28 00:00:00,2018-03-06 23:17:46
edca52d5f55c0bc82295d08e72f04b65,084408fe97c377238b5ee3e8bed4c99d,4,,"Bom produto, gostei. Apenas faltou ser um pouco mais alti. mas recomendo.",2017-12-12 00:00:00,2017-12-14 21:57:29
8ea6704aa2159a173d862db54016e6e1,016e4acfc34b9f2abc69795f47c92f0e,5,,,2017-09-19 00:00:00,2017-09-21 22:00:26
2583de5c6e9a468230d34d84b7e6a773,0c3190b4838c596fd1d6cd74e0436120,3,,,2018-03-07 00:00:00,2018-03-07 20:42:56
eb29c16f2a5cf444dd0c6f608c9f7ce7,09442375307dcece0366e86601bf99f9,1,,Gente ainda não recebi minha encomenda. Como fasso pra vocês enviarem de novo,2017-11-29 00:00:00,2017-11-29 16:50:40
86766ee6a8e7769fb6315f94385a5c26,0a14f9fc5324099db2a5418351592675,5,,,2018-03-14 00:00:00,2018-03-15 12:10:29
0804475d14abed07c40f065687d3b635,0760c994a2f88f9ba4f19c5622906609,1,,,2018-05-12 00:00:00,2018-05-13 13:47:29
ca2afdf36803f89a7d902413d16a8143,04e46e7fa33e86e068e66a04601ed8e8,3,,,2018-03-20 00:00:00,2018-03-21 10:39:27
96813c044224f5c1ea4226e2083b1f9a,044d94a4ac73b24fe28ff5293ac35bd8,2,,recebi 2 dos 3 produtos desejados ,2017-06-27 00:00:00,2017-06-29 13:36:26
1c40e29290a1f02915bf8a05196da48c,08ea06da9974b971f8fad4929380e24b,5,,,2017-12-14 00:00:00,2017-12-16 21:02:57
f92c32107f173029ae3b66a050d44ba7,070a5949c100efc1ad56b852f5a278d0,5,,Super recomendo o produto e a loja!,2018-02-15 00:00:00,2018-02-17 21:09:28
b588a4a27f125dc8a175ccd1d61677d1,098a986ddd350e605574040b04554267,4,,,2018-02-04 00:00:00,2018-02-07 17:47:42
3c2171b3d99d0b0a89e4364cd42170df,0103878b7ed86b6ec873cfae01379472,5,,,2018-08-23 00:00:00,2018-08-25 02:41:30
f275195ead64ff0b33425ec949b98f23,05c3b5a011d47cd6cd88d4c5d6c15b90,5,,,2017-07-08 00:00:00,2017-07-09 12:08:56
a16d7831ada4217c64f89225d1fd000e,08f95199562a41bb3a899717810c7af2,1,,Comprei com a voltagem 220 e veio 110v,2018-05-01 00:00:00,2018-05-02 14:18:46
1299de51d55c2c4e37ca6bc17a23a5f4,0be5e6659fb39043971e20321fd45edb,5,,Entrega perfeita e bem antes da data prevista.,2017-08-09 00:00:00,2017-08-11 20:38:58
51f09b6e0b53582b71656d9911e22a9b,0aaaf9abbd6e61df3d49c4d8e200bf2b,5,,,2018-05-22 00:00:00,2018-05-24 11:51:36
ba144f56c858a23a2934439886bf8778,0aba4750be63d17b0b841afb6a84a629,5,,,2017-11-15 00:00:00,2017-11-17 20:46:32
ec024209026e41e8e0da5708ab89ac62,01e4eeac4002b2e57b7ada6bc3a3c38f,5,,,2017-08-09 00:00:00,2017-08-10 14:20:55
b88d13fe58cb01fe8acd1cc517f35e8a,0128412231f9fe9d7e944eea5392fc6b,5,,"Tudo certinho, obrigada.",2018-08-31 00:00:00,2018-09-04 12:12:28
9b42e70d5cc95aa5287bbe5dc42273da,0849024969adbd058756b6d843f3c1c5,5,,,2017-12-23 00:00:00,2017-12-24 20:07:54
a34ba33faede53b2060490a1439bf425,08158c9f50214fc5872aba47814160e7,1,,"Data prevista para entrega 17/5, estamos com urgência desse produto e nada. ",2017-03-28 00:00:00,2017-05-18 11:21:01
2109c6f76fe8efd4aed30ec2dfceacd7,0a492dfba0efff86d173382ee6c65a1a,5,,,2018-03-06 00:00:00,2018-03-07 01:02:24
5b6a8e5dd9b7391030171b81a283b437,09d20920406c53e92821c0f4a82b3811,5,,bom,2017-11-28 00:00:00,2017-11-28 16:43:49
ba00672e913ce14547c103153135a83b,06ebe0964f3c6ad099d9117fb1e66980,5,,produto de otima qualidade chegou rapido,2017-10-24 00:00:00,2017-10-25 16:21:55
ea316fe3d24e401a0926b4bde8a548c2,07dee0f0916a444098de4beea749c5e5,5,,,2018-02-20 00:00:00,2018-02-21 10:18:41
dac5e910d571f7e017ac236f73eaea39,00c826c901ab01b6f598a8f0c9b56b82,5,,,2018-05-03 00:00:00,2018-05-03 20:16:59
97a1e24c2ae1fa7f655f817c0010cf8b,08f5487befe25744feabb3203a4dc09b,1,,"Indo para 2 meses da compra e até agora nada do produto. Simplesmente péssimo, não recomendo. ",2018-04-04 00:00:00,2018-04-04 12:35:14
050dc4d6c3121ff334c4958e2169cef8,0132158c30672a8c52997a2492613ec2,5,,"Atendimento perfeito, dando garantia ao cliente.",2017-03-16 00:00:00,2017-03-17 17:07:32
d52d6fcc1547c2b176114746aefc1e5b,06da8e499e3e6c47151b945f8c9eaab3,5,,,2017-07-05 00:00:00,2017-07-06 18:22:56
a0e6fd41926d57fe4cca8af2e42d8a2f,0b61dd71ead1e65e9d50db5b89cb5cc4,4,,,2018-06-21 00:00:00,2018-06-22 00:44:42
2f338e841a0ab8d47d42380f03b7943c,04f2e760bb583d5d2f8b88e247d58d09,5,,,2017-11-30 00:00:00,2017-12-01 09:14:18
c0e9d6955c472cffa14f031b35ea1466,004d76fef3dd46eb4f70da049c8d1f93,5,,super recomendo,2017-12-27 00:00:00,2017-12-28 10:05:53
f848b64cd6f3e412e2b0730dc4964872,025321e4e9674e090b7bc101f9c5ab5a,5,,,2017-07-03 00:00:00,2017-07-04 16:25:29
544f8ad1928f4048c3c57c1251b9b6b2,0b50f9db645dbb8c98ebe37fab6ecb3e,4,,"Bom.
Compraria de novo",2018-02-03 00:00:00,2018-02-05 22:59:45
385a950b97d99b4f95d6196ef8b4f1c8,00a9536682ecb394a3794c1608200803,3,,Produto de qualidade. ,2017-05-23 00:00:00,2017-05-27 11:18:40
67c3c726b27df0f733b3a740164d7e4b,09e1adca3506ecf15eefdb37196f2515,5,,,2018-01-23 00:00:00,2018-01-23 23:31:29
f4f46fbd001c96b9cfdbcb2d76d7cc6e,0191ee5deb2474bc1f4189fa709289b2,5,,,2018-06-27 00:00:00,2018-06-30 22:09:10
68fb724224b317e092c333be6ea9a4ae,06f0ad130c4b691011f1a12a33649a2b,1,,,2018-03-29 00:00:00,2018-03-30 22:44:41
f179f37ab67273e58097abd9c0cb65a9,0b020adf769218b4661b301ce96c0ca3,4,,Produto bom correspondente com as informações fornecidas mas gostei mesmo foi que aentrega fui super rapida apesar de um erro do correio. ,2017-10-20 00:00:00,2017-10-22 18:11:20
d9081bef60fac3464eb803ade196dec0,034fcc4584bd6b6ca0c0718acf969c79,2,,,2017-04-11 00:00:00,2017-04-13 17:07:52
f4676280e26780cbf82a1af76b2bc71d,03ee7babeb6e80cbb48962ce1719fcf7,5,,,2017-09-05 00:00:00,2017-09-06 14:36:21
2a1993cf1867bbfc58d8a8d8db314408,028e069ddb78a5a7179f1e6734e226c6,2,,Deveria melhorar o prazo. Demora muito tempo para entregar a mercadoria. O produto permaneceu alguns dias parado e já podia ter sido encaminhado.,2017-09-13 00:00:00,2017-09-14 02:22:30
b5666f6f3ff0d12f933f6e97460aa9fc,0b3580bfab9b4aa7c6b53769a4ee5189,5,,,2017-07-05 00:00:00,2017-07-09 14:34:03
73379b4fbaa9719927399f567286c84a,0aaab3c070a479ff8654a14d13ea750a,5,,,2017-07-12 00:00:00,2017-07-15 12:49:25
1397863386a165b4cefef5ad335bea97,093c11a6b12993f96cb7eaa348a3cd09,5,Satisfação,"Fiquei muito feliz com minha compra, os produtos chegaram bem antes da data prevista fiquei até surpresa, mercadoria bem embalada e tudo certinho. Amei e super recomendo.",2018-06-23 00:00:00,2018-06-26 09:22:24
f7d1dc1c32e1221a940e04255e37128e,0354fc44bfc5b7a6d382427c6046f5e1,1,,,2018-02-22 00:00:00,2018-02-22 16:56:35
bab6ad2691b15902e1517c8a274fe578,07294ed0ece67bb004a4813c77dfc3e3,5,,,2018-07-26 00:00:00,2018-07-27 17:33:52
98b371a25f6c53c0ce93feab839c2bd8,0507a74781354ea643bff372311d2a97,5,,,2018-05-24 00:00:00,2018-05-25 00:52:41
efd4ae7425ef4af845be67c9bdf2c3ab,0b3e1c68302779e0c67d97c5b8ed17f7,5,ótimo produto. ,"Embora funcione a 3 pilhas grandes, funciona muito bem. Recomendo... ",2018-08-09 00:00:00,2018-08-10 01:46:52
6eb22fdbb42ecce1a902bab10ce2520c,008dd5e80ebf8f849aa0c5bf4e22ce7a,1,,Me entregaram um tapete errado. Estou aguardando providencias,2018-03-24 00:00:00,2018-03-26 22:06:36
ecd4114eb921e79ccc5e14ff101e86c5,0bcc4cc85c24f23e22013fd22f99728f,5,,,2017-12-21 00:00:00,2017-12-21 23:32:05
4b3588c776c3ea20c413a0a319c4121c,00d8d65b666158b633f96054d31af43b,3,,,2017-11-08 00:00:00,2017-11-10 23:45:39
e661e2175953b47a82c7fd5c39d67cff,06ba77893723a9357f7e681bf336fb2c,5,Mini receptor de TV Digit,"Produto excelente, preço melhor ainda, entrega no prazo. Perfeito!",2018-07-31 00:00:00,2018-08-01 09:26:48
646911398e830c60a97bf2ee554d5f9d,05c32a488871489caad8b008dc77b890,5,,,2017-08-12 00:00:00,2017-08-13 02:21:33
c29d4db79bce8a436623763f93eae4fb,028587d8834cae89e572f1db671d0419,5,,,2017-09-07 00:00:00,2017-09-08 22:21:46
