order_id,payment_sequential,payment_type,payment_installments,payment_value
0bd8de09c6bb3ea2457b00aef3b682d1,1,credit_card,7,77.89
0ad82b0c5d9f039a29814e465165a0da,1,credit_card,6,318.40
08d551ca6776789b820288466888bc3a,1,credit_card,3,63.49
0c45caaab2bcc146bef109bee64d3b98,1,boleto,1,127.92
0762fe35b71987563f8771eb6d14938f,1,credit_card,1,87.03
06b2c7035561ef12b16045ef4bf459e2,1,credit_card,6,68.02
053d5ed007096a9cb5adfe0f0f6d30b5,1,credit_card,4,84.60
0159c6355a4e32f6ac68d838e2228150,1,credit_card,15,242.11
028e8f5a96db8d372890e03d22829e9b,1,credit_card,1,20.75
0a03b50bb658dc86547261ba8cd5676e,1,credit_card,2,197.72
03eae39a27aeab0f8c9ad5b84555a6d1,1,credit_card,1,60.63
09fd9b0402ed675bbd1ee1e81171ac7c,2,voucher,1,43.98
058afe6c6322b4773393a66003934493,1,credit_card,4,245.29
048cb31a5449d208f197f1fe7b617c3c,1,credit_card,3,84.42
08432abcf785878edf1221a0611960ea,1,boleto,1,47.18
0692bac30867d1bf96c14aadbff1cf17,1,credit_card,1,43.72
006df90050498994d670b40da4651d22,1,credit_card,1,21.39
09b9b2b8758ca1fd4a9bcd3f2af6fb10,1,credit_card,8,197.63
03ba96e3cd1a918f1e0126c93dd93bb5,1,credit_card,2,57.55
0123098b96f3d4014545642be53d891c,1,credit_card,2,117.08
07015ec9fa46c951514edc46a108d719,1,credit_card,1,67.90
0c3edd1850a593f62fea844191a4424c,1,boleto,1,217.64
047723564a4f371af7f16f08f08ae0e0,1,credit_card,9,299.39
0229b2e398fde4545d32b5bb232973ad,1,credit_card,4,1017.63
06f0ad130c4b691011f1a12a33649a2b,1,credit_card,2,97.39
048e6e4623dbf118c43e0f5572016faa,1,credit_card,4,657.63
099b01b8cc6b861aa593247b2f7e0b7b,1,credit_card,8,169.00
055a2893cb600bebc05a16d06e3de36f,1,credit_card,7,76.08
087c44ddc65697d4a3a2af9234c5a22b,1,credit_card,1,66.25
0cd8c62de8c2338e4af0afe71e56ee64,1,credit_card,1,19.78
076d71b244e240e104ffe5bf5985faa2,1,credit_card,1,8.93
015e6682b50c824bfdab6b866f937936,1,boleto,1,168.27
0049edf42837aa808e03552a62bd2158,1,credit_card,1,67.50
016befe103ce7c9e5b1b7ef359777eea,1,credit_card,3,60.85
00bdcdda88e6b02977fc6ce3d412c600,1,credit_card,1,137.83
02c6f38cbd2d15df19cf2621019823fd,1,boleto,1,413.96
0c31953b008c5e98882d436f4298cde0,1,credit_card,4,108.30
01643942766bdec224d5593041f714e6,1,credit_card,1,47.60
09ec142bfa34576d3914bdf8c19927c2,1,credit_card,1,70.76
0838c36e9894cf5d929f58210d5b5bb0,1,boleto,1,104.91
02e6bcccce2e88560389846400e74e50,1,credit_card,6,264.38
058ac520863d0c0d57e3cf920de368d4,1,credit_card,1,40.22
08724b06f2204993989fa6c331dfa3d6,1,boleto,1,76.30
031a7dab65c3430d325ad35ab8a95277,1,credit_card,6,128.72
02b7cbd604df10c09427902dc682b0d3,1,boleto,1,48.08
0afa4eb653f04cb1809253eb3b1f9768,1,credit_card,3,335.46
0b020adf769218b4661b301ce96c0ca3,1,voucher,1,29.34
03f9705f9135ccb809e74e902f19b2e8,1,credit_card,1,30.29
047d7bce997c4e73c6efe724711fd3b8,1,boleto,1,58.62
0646e0e4885dd8c69dddd6b2742b3b1b,1,credit_card,6,571.42
00018f77f2f0320c557190d7a144bdd3,1,credit_card,3,259.83
09db1ec04535cf2bba4a73954a252e41,1,credit_card,3,334.98
0bd044f3b358bb88951e3ea66eadcc70,2,voucher,1,50.00
061b74bca735bb2c1953e40bc098101d,1,credit_card,3,98.88
05ce664903d14969bd94d9633ffd8f14,1,credit_card,1,89.88
0afcd5d6405dd1fbe9554f4ffa99d2b8,1,credit_card,4,202.76
00cb9736c0b43d6c1e2fbb2b88e69f6a,1,credit_card,2,126.74
046a69282c430c5d662cee78c019f95f,1,credit_card,4,342.03
0a62a2ee479a419db8aebf78129b2f5e,1,credit_card,2,131.61
0b6f494044b2d9b79bb80f785ce292b9,1,credit_card,4,98.34
067cdcc9257641b7d0ed7a49a466dd8d,1,credit_card,2,108.87
0cee13b4c26d8a1508693a49a3859285,1,credit_card,5,269.28
0494f6deee34c3bcc09e66f364b0e5a4,1,credit_card,5,64.22
0281b24682fddf0c7efcaa299b066827,1,credit_card,1,91.99
0b517c01a5b46fd3e16b389ea6f4ad3a,1,credit_card,1,22.56
045eff272f42f0ae0191149686f193e1,1,credit_card,4,84.36
0bbb3f7791a87d0307555e57da3a1ff1,7,voucher,1,14.92
0849ccbfff0e8fd7168be6a62ca74a0d,1,credit_card,4,99.90
0068468c453d28c8ef3fd089e50a5847,1,credit_card,3,489.85
03ceacbc3d61dcaeade2b6b1ccc5fcfa,1,credit_card,8,81.89
0bd94afa88fb4a4ad9657569c9cc9ed2,1,credit_card,1,38.24
0affd51e37e6621004e4fe4fd7c64f4b,1,debit_card,1,1353.28
0380d4bc2621c9c80b674b729d4c6c02,1,credit_card,7,77.78
07261a56ea5f8537a7bc47d5155d2f40,1,boleto,1,75.11
0b35523db4e1c1ee70badc36fc9a4dba,1,credit_card,3,156.68
00061f2a7bc09da83e415a52dc8a4af1,1,credit_card,3,68.87
068d0d74dbf3b124a2b65bb2aad2387a,1,boleto,1,171.44
06ab29b4849c4417bdac17b1e8a6e482,1,credit_card,1,109.79
0357e50e9686e55b75e6873a97993075,1,boleto,1,63.51
06bb67936cfa5ac3f449e4f6733de4b1,3,voucher,1,20.00
016726239765c18f66826453f39c64e3,1,credit_card,10,265.77
056793ca2483a5d5943cb5bd90f5b314,1,boleto,1,39.46
0ab93232e2390bb66ff047c39fd91077,1,boleto,1,76.85
0c02a4cb5207e682d63a1343cbddd13b,1,credit_card,1,99.34
04bc36cd51141e11c2cbbd188b6e47ca,1,credit_card,1,58.41
051d3d717e96b76b07fc9076b88d671f,1,boleto,1,86.61
02aeeaf3075593045bf2f59a7109e2c1,1,credit_card,5,71.95
0217ad862ae7391cc3964c07ce3d6ea1,1,credit_card,3,117.85
084ac56b13107e32ab92934f70638bc9,1,credit_card,10,1271.98
09e6dfb3a40d9c2e75458a76ff06e2d5,1,credit_card,2,45.86
0b49ef15b00408f4b3cc8c7ac0c5ae19,1,credit_card,3,94.10
0c51264bdcbe5893081232bba640dba0,1,credit_card,6,94.31
01ebb9ed879d6fa1da4857ed617972ab,1,boleto,1,43.86
0731519818400f39a85714db501f1781,2,voucher,1,99.90
0cedb7b34000334cf6a9e407fcaa5203,1,credit_card,4,241.65
05123197f45cd213617dbd9523bd23f7,1,credit_card,6,136.50
02ec4da9d03014f06d711d60eb37cc22,2,voucher,1,75.97
0a9578b7213cdc97d31f2e5b5a359bdf,1,credit_card,1,82.13
01144cadcf64b6427f0a6580a3033220,1,credit_card,8,171.30
02de39953ce1cf1f7c6d46aac400ee82,1,debit_card,1,87.58
00f86b368251d739f1896d41469b2b7a,1,credit_card,4,175.05
0ba2b0331265d38d1c6670ed6c749732,1,credit_card,3,218.11
02a98752595ee9d94c570ad3e18055b4,1,credit_card,2,80.40
0203892ed7a2b76401830f4b82a5a34c,1,credit_card,1,48.62
092a7de4b983f4ee3e77af64e2f8c9e8,1,credit_card,1,0.59
01f66e58769f84129811d43eefd187fb,1,credit_card,1,87.62
0be7e98768e4af5d5f972b05d01a82e1,1,credit_card,1,77.89
0c7ccdb239bd524a31dc66094fa59626,1,boleto,1,55.10
07d60a76803db63f0ca6708011e8cf9b,1,voucher,1,100.00
0bde6dfc382fc35f1a5ebf8ddf8e639d,1,credit_card,1,99.90
046bac99a3d9ff45ef86ebcd710b972a,1,credit_card,4,108.53
083fa2fb9d3de18eabbb3427045a1a1f,1,credit_card,5,137.93
062bddc5be851fec2b59598cc33498cd,1,credit_card,10,1549.41
078f6a01964ee122ef20881df839af31,1,credit_card,10,2419.20
083556b25c9ff2ecef87ad43b8d265cc,1,credit_card,1,128.78
00beb247698c6aae94e3f859d279e2cd,1,boleto,1,52.39
016b451bbcd4f0766dcbeb082cfe89db,1,credit_card,8,415.96
04c3465b312fdf85de8e4cf4dc186600,1,credit_card,2,22.20
0b9b1c5bbb14862e0e96660280048b04,1,credit_card,1,16.38
09f86d1a5a7c2e8dddd1850a65f5a5d4,1,credit_card,2,24.83
01b02139ac5f79a5de2c56284af7bb3e,1,boleto,1,148.51
0ac69790e2a6e4c075edbd78648a3594,1,debit_card,1,14.89
0641d69ef04d0d7b004cb9ec0106c3ea,1,credit_card,3,212.07
0470834755105bf0bb1c3062a73f1d99,1,boleto,1,51.50
079c9f53e6c3253320db701a645b0b9a,1,credit_card,9,98.23
06ba8c77c2419a72756b5660b04e3188,1,boleto,1,231.88
02dbd29bc7a490d582762fae9f0fd997,1,credit_card,1,19.95
0cc53a27cb4eec43723454e212e469cc,1,credit_card,10,192.44
099be5827a2f9692b1c1ad111affc9d1,1,boleto,1,46.78
0933fe2645eef2cb8ca4aeadb9d3834b,1,credit_card,1,75.10
063009988101940b4392ba9b2f2ca112,1,boleto,1,28.20
00254baeb6c932b0a8aeead91fbd02b5,1,credit_card,2,193.01
05f3fc274d71ebbd552966d716c9039d,1,credit_card,2,167.97
0c63eb238a8ea5d783171577db5d7f70,1,boleto,1,28.80
045d2b8e16b8512db26e4d3d1a3e5198,1,credit_card,1,47.78
0359f367ef22ad541b0bdc484158be09,1,credit_card,10,223.48
07f267d3cb28221009ef6852101d70c7,1,credit_card,2,38.01
0814daa4d12a646aeb73c429d5852f4d,2,voucher,1,47.05
0896eccb8187d6b1738ce4a3a1add1b3,1,credit_card,1,105.69
0176d7e16d1bd14cde42d9d3a24e525b,1,credit_card,4,102.22
0650ef96422834cca0cc7799efbf6307,1,credit_card,2,118.88
0a4e4a3dd6cacc3db584029b55817aac,1,credit_card,1,114.74
03ecec245220b63fd7f68c1737ba99ba,2,voucher,1,56.39
07f593272eee0c411250e23e84846787,1,credit_card,2,58.49
034bc91b27d0de97e2ffa04946137764,1,boleto,1,54.00
0b4379c15168b7275dd2ee52a06f4294,1,credit_card,6,61.01
07e8a98c9affe8a0d02edf6229912b90,1,credit_card,7,167.62
0c6b011f8a4f87010c23995f5807d152,1,credit_card,6,66.02
07f56da421233e467768e579872a0a9b,1,credit_card,1,39.28
0b3e1c68302779e0c67d97c5b8ed17f7,1,credit_card,10,343.51
0bfbb90a7081700d37f79af63c088655,1,credit_card,3,34.09
0b1ebd05e50ebf9d1fc97b8b1ed874b7,1,credit_card,1,68.95
0a499296998c5b2e877297984bdf657c,1,credit_card,1,30.27
0ba1123843391ede0901811438202c24,1,credit_card,5,56.39
0a5a672ddd7b5921439a990ff8efbb1b,1,boleto,1,49.55
09581168b7c3d1c4480d4ba7a8437bdd,1,credit_card,7,144.03
096577992f6aef252ccc5ae7da09be09,1,boleto,1,42.35
069514f19868af8a75ebe98f43d33900,1,credit_card,2,99.11
058a48943f3034afea88ff56b960dfdb,1,credit_card,5,62.10
0b8265df142be25383b96d66f4150f0b,1,credit_card,1,33.54
02557013eeaffd86a6cc5ffd80a4b54e,1,credit_card,2,198.88
0292fb46a5e22715459cb9a7b96e7aae,1,boleto,1,82.45
00169e31ef4b29deaae414f9a5e95929,1,boleto,1,55.11
0c13a63ac0ab32f6187a8347b7a3ce2a,1,credit_card,5,55.32
02f2f6063eb01b5e6e29bda347635389,1,boleto,1,56.39
0b9bb234d95f41600497d59b42087c39,1,boleto,1,219.38
01be2f7ca246adb9112cb75096af2ee0,1,credit_card,2,172.62
048f3e9b77a965f84a501a7f29076128,1,credit_card,10,454.48
012973f4cb6743d00d7e2644ddc8804c,1,credit_card,1,33.32
0a31cb63d4483ffbef1d5503752a0b5d,1,credit_card,2,46.09
0778921b814304f85cb9188625e50625,1,credit_card,1,146.46
092a7de4b983f4ee3e77af64e2f8c9e8,2,voucher,1,29.64
06556f76bd21201c0deb015022757aa8,1,credit_card,4,167.29
0220b52f0b019739726d80c64bd4bf08,1,credit_card,4,40.09
077743f9ba8964fff85ace5b958e5284,1,credit_card,10,137.89
0b50495c5cfeda8c9d7abfe80aea74e4,1,credit_card,5,57.22
07bdb6811431a929abbd2ada5c891dc5,1,credit_card,4,177.88
09722e140e3e1e92b67fd75e2b14b6fb,1,credit_card,3,501.72
0c635f2fc897dc04b56643f997f25d33,1,boleto,1,72.84
00e1bdb3f1388c8ed222597ee4fa01e7,1,boleto,1,437.59
049999b745ab7d4bc3ddf00181c39d56,1,credit_card,1,32.77
045fb730a757a5379d79bdbc42d4e84b,1,boleto,1,48.48
0173932ad60ecb31c620fc523d9f40bd,1,credit_card,4,46.00
0b736121c8d0bffe6c9e592d6f91ba5c,1,credit_card,5,109.18
0b3aeaf1fb363edeaf5062df39515084,1,boleto,1,754.56
0c87b31e37ed8557e234cec91546d4cc,1,credit_card,2,399.16
030106c028266ae3345eb9bf6dd790c1,1,credit_card,1,73.65
02b8c16664d3c254052472397ae6d244,1,boleto,1,121.10
004d76fef3dd46eb4f70da049c8d1f93,1,boleto,1,147.39
0b88df5bf12a6df08bf27d7db86e4ab6,1,credit_card,5,60.05
0c7f49fc339a1aa66222dc4af4eeafd7,1,boleto,1,76.88
0653c5290cf561492eae4f626799994d,1,credit_card,2,162.64
0b5588f04551d90ee148462bb65dfddf,1,debit_card,1,146.12
0cd266ef44ad3b8afcae07e465edecc9,1,credit_card,1,41.00
05093c063b3e4c3b5f4ef831d7da7fd5,1,credit_card,5,115.15
08d138a502fa05af63ac4005311484f9,2,voucher,1,41.45
019b02e139cfcd97f93366f7a38f5695,1,credit_card,3,133.95
057cb6913750cc04b72dbeb174afb208,1,credit_card,5,56.49
07ce92f08ada3b994983794188b7a902,1,credit_card,8,212.56
000e562887b1f2006d75e0be9558292e,1,credit_card,4,41.11
073632ef894dcb45601e326b8d97cd11,1,credit_card,1,157.88
0aead977f249a62158c114e4460c37cc,1,credit_card,2,104.09
0755fe651d86dd2feb3c6fff952d81e8,1,credit_card,3,149.00
05302619b1bff6733f64a97851af68cd,1,boleto,1,44.09
028e37ed7cdd54ad41506f61df708cf9,1,credit_card,2,23.38
0cee95c34f2cd6a8e38d9b170b9a468e,1,credit_card,1,117.96
0550f231a3ccfd0e87217ef2e816c7dc,1,credit_card,4,78.42
0cb617c8bf1a34cf77947ac7d8b393f0,1,credit_card,6,60.86
019886de8f385a39b75bedbb726fd4ef,1,credit_card,2,188.40
01c391e962558d0793e8dd8f6bad0999,1,credit_card,4,96.70
0c3da4384feb21f0def324b1b7d6f082,1,credit_card,3,415.54
080480ad9ab2cde9dd7f580cc063ecc9,1,credit_card,3,87.97
067e0bf1a58a53c58a1e15f5143ae36e,1,credit_card,3,100.34
0a68b93a3fda1e48b30171c8db35b938,1,credit_card,8,381.17
02c371100bf54facae80322579c7fefb,1,credit_card,1,59.24
095234196e1f3c4feadc4dca677b3971,1,boleto,1,200.01
0c1457493ca1492c4a4417fc278605b0,1,credit_card,10,106.73
05387d537bd2e5027aadbfb6a5123e4b,1,credit_card,1,43.78
018778568fad26695334c784563c08d4,1,credit_card,4,60.01
082143e4f5f63e4e768aa4d5c70d0d02,1,credit_card,6,78.48
03183d4abec30f2231280b2746c66d06,1,credit_card,5,54.09
021397df4601b61a8bd063be9b5c54a0,1,credit_card,4,352.05
059a13b49c0fb6d21e423fad48ad1c44,1,credit_card,6,166.46
06ac7ebfcfa33f6656f031deaaf74a05,1,credit_card,3,161.38
0a1f877f7653fce5563de42726f033ca,1,credit_card,3,31.73
0cce1e1470bc8d35d6a2bebb6991bc1b,1,credit_card,2,54.18
0cd0bff6841594d9006994fcfbf3e44b,1,boleto,1,32.10
0c283c8e0c146f4528295a6f4ade284f,1,boleto,1,158.07
0cb32545f515420d9f3cba2c55ae3c4f,1,credit_card,2,289.79
015fb6b5f739788434fa690540f90f19,1,boleto,1,475.96
04bf4de54cc6a9145f3ca780b9f45d54,1,boleto,1,76.08
01a15ee6a1b9050e7678b72cb4c3b486,1,credit_card,3,198.10
04a772c0620384a8776c4fbcf4af5c01,1,credit_card,1,90.19
0888cf8a7f975f34f13e851049b35dd6,1,credit_card,1,68.12
02b57854fda246aca8459d17f5ccbffa,1,boleto,1,61.72
0bd8d3c647ff6125dc1689eecf809a90,1,credit_card,3,32.13
003a94f778ef8cfd50247c8c1b582257,1,credit_card,1,57.98
098f60afb74eab906fedaf802a833a97,1,boleto,1,48.28
09fc554c8d37d678a6c182c5592ea881,1,credit_card,1,62.28
03d11bececb87dec8b11f5bd6fa62472,1,credit_card,2,143.02
0668f439eec2e9edf7b24687cba7acd7,1,credit_card,1,164.70
0b47f5e9432bd433f8c5cf64e60e6e5f,6,voucher,1,20.00
0c06a823dbc08a3948528a087cc01906,1,credit_card,1,76.51
0584a31bb6abbd3dcc27e2d464ac863d,1,boleto,1,21.62
028aa7c930356788f861ed1b7f984819,1,credit_card,6,62.94
017c9c82265e832840e4209750680e94,1,credit_card,3,185.86
04211073930bd30b88b8170431a071ed,1,boleto,1,34.00
084051935208c688c8cd5fae3d15810d,1,voucher,1,62.68
021f21b778ea0a81da47ebe141b1b29c,1,credit_card,3,153.27
0cabda713646db439e030172e3feea6d,1,credit_card,10,349.10
0b127810f86631fa896fd74a421045f8,1,credit_card,5,155.14
013bc77d3ca5fba084a241fdcb307393,2,voucher,1,17.72
0c897c38d294bbc817bc78528cb47e27,1,credit_card,5,111.10
02efbfba398618f44f8c4097d6822ddd,1,credit_card,1,37.37
0a5e1bafba05f64884feb58a0bd822a0,1,credit_card,2,154.67
00c9d0257381c7e9ec13b4505f25b2cf,1,credit_card,7,387.57
08ac0336730e831f16eeadf576564ff3,1,credit_card,1,44.28
07a3ecc544326f0c462c5423eaca1812,1,boleto,1,183.43
0973b2846805e4eaacbdff441e3dbc8e,1,boleto,1,45.69
030aeef4719e9d33e0c39bd00a9a14be,1,credit_card,10,438.22
04ebaf1d65a804a49b4b1011467aaf47,1,credit_card,3,36.35
0425635629d7b1e1aefedf34bd15e289,1,credit_card,1,53.37
030c7ec55b04c23a239cd70bd9750e18,1,credit_card,8,83.41
02659c8edf02d1cb48b8b388ac7da90e,1,credit_card,2,202.34
0c5a9096edbc36c60badeda355d91e19,1,boleto,1,287.95
05ec8e2b68474e347ff47b71274e2361,1,credit_card,4,319.19
09233a8391db7e924af12815e4c07423,1,credit_card,1,87.30
002c9def9c9b951b1bec6d50753c9891,1,credit_card,1,173.80
03f51c9adce893f63936c5146701aa2f,1,credit_card,2,370.57
097d6bb9430467d7744c857f5d023959,1,credit_card,1,122.70
035678e70978296fb0e7469a611c322e,2,voucher,1,149.90
02d9d1d66bff41ffbce36cb7248351f3,1,credit_card,10,120.25
00f6ac4816d12f49026b09f2aa77d15f,1,credit_card,3,163.32
05e6d57ea1f64b4e9a0b37c669515cfc,2,voucher,1,82.46
0adea70aa873a352ff8c3646aec71c31,1,credit_card,4,191.58
0c6715b2f888887f2ab9c7d6e099d38b,1,boleto,1,72.45
06f539e73d3a46feae1fa4667cc82f98,1,credit_card,5,56.78
09cd0ef00759c25af3a62b31366074bb,1,credit_card,10,109.12
0cbfa7741e21d7a732157a50ad8381de,1,credit_card,8,101.50
03ea970e60ecfa4b84a69ddc665262a5,1,credit_card,6,132.57
0204196a1fd266bdc00356eb791b4516,1,credit_card,2,133.28
09be8ba0b5c0e3195ef77302707a192f,1,credit_card,10,488.55
0532db7075ba24a851a342f08d0e0b39,1,credit_card,10,213.41
0c4e23cb9c6ec62bd75c1019d58747f0,1,credit_card,2,55.00
04782e9b6da0d4326e534dae5dd3e09e,1,credit_card,5,53.22
05dbe6bf3e09d4e05160a98d0a926bb1,1,credit_card,2,173.92
00335f75ea6a4455b524a8dd177067f5,1,credit_card,4,177.01
06375e8bcbe64fb1da3b499fa42a7991,1,boleto,1,1981.22
0cda3f4a118f3654ee4e487e867fa036,1,boleto,1,106.87
059cd34e948c8025e660c89c0de2d792,1,credit_card,4,76.36
0205c3dd6f4d8e348ee72fffd114fec4,1,credit_card,5,74.67
098a083175759c53525b6288a6e46119,1,credit_card,2,26.28
0257956857cf61994611a0a19f4bc247,1,credit_card,1,70.02
08320dbc54cab8156a9a9f7c74a8b078,1,credit_card,1,154.20
04b3f8c1795246a5d14db7496d570bc9,1,credit_card,1,101.96
0113c9989fe6e5007795daec0633b405,1,credit_card,1,128.88
0337e9398b087d93f41230ceb2410b50,1,credit_card,1,36.73
0bb4c390179e95dbed8944e735b7da62,1,credit_card,1,112.25
0517ba063462fdd36525fd7e9ef72cee,1,credit_card,5,375.52
074a6843b445107d87cbfaa88e2e642f,1,boleto,1,41.76
02beac5428ccbd30f4b3fbded058289f,1,boleto,1,126.53
0903715a744e53db0a04d441d50d22cb,1,credit_card,10,193.00
03d6e874e44c091359a3ad62f2bec233,1,boleto,1,68.64
006f7dfffe2d90809598e8f1972b829b,1,credit_card,3,52.64
01c4f4e08d9e8b7c5bd47e612285993f,1,boleto,1,62.41
01e7cf79ff6fdb0a65634f714c67dd24,1,credit_card,1,39.15
03171e00c28f7c3e5c779c2c1009a458,1,credit_card,7,158.74
02ef9aa8b6692c2ff049065f5a150c28,1,credit_card,1,45.21
0a0b0479c9e05814f250c7bea5b1a95c,1,credit_card,3,274.54
04221a4eb2e1a30903ffaaa72f8b268c,1,credit_card,1,52.93
0cd27a304d5325e6b68ff9895525e09c,1,credit_card,1,119.84
0359008adff4c1def5a09bb92f7a5aa8,1,boleto,1,310.53
0a7f4604ee9cab65020038275efe1d76,1,boleto,1,72.18
0b87d9e59c7c19b041fe36e77aa33a42,1,credit_card,2,64.62
04c35d9b971c2df38635b6c4a1983c35,2,voucher,1,578.01
027e4543814c3b3509bbe890c569a841,1,credit_card,6,383.12
044496e055fca9c2f17e1309e77a48b6,1,credit_card,8,156.23
02a0929986b1647b2df9bb303b4851b9,1,credit_card,1,298.58
09d048d5bfb9dd1a82f696ce9863e9b0,3,voucher,1,150.00
04287a84357d7a29361c0948ee9bb4b4,1,credit_card,2,66.07
076a94fba0a6b3a82345423e9f1bd3dc,1,credit_card,1,97.71
0c305fc5f37a5b8e64e24b2ea39b7aad,1,credit_card,3,94.14
09684ae9062cccfa9bbd158453857401,1,credit_card,8,186.85
0b3f84ce012f341897587c6e4e73f68e,1,credit_card,5,198.20
00858d03144cc35cfd1dd043647e7c88,1,credit_card,1,184.03
03c1d25d82f404ea1fdfae8eb0b4c314,1,credit_card,1,117.04
0c17d2ca8fea3e6d807410a0c0c44746,1,credit_card,4,241.25
07bec24c128f1f4047bfc582732c1d9d,1,credit_card,1,87.71
0ccb5b7bf95c5b642f3717b08c633361,2,voucher,1,25.56
00602f25bffa1dcfb71e202fbf9824fb,1,boleto,1,93.92
05c3b5a011d47cd6cd88d4c5d6c15b90,1,voucher,1,116.94
0597a201736db0915eac0e92b5e0f6d9,1,boleto,1,111.89
04da4dc0ed95cc93f9f25375fa08ad47,1,credit_card,7,261.29
076291ccc60bbd19ff77babbb78324d5,1,credit_card,9,270.61
08915d73ff742886f0b4c9429af3c959,1,boleto,1,98.16
