seller_id,seller_zip_code_prefix,seller_city,seller_state
55f7a3319d80f7fdf078b8f03e6725fe,06056,osasco,SP
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP
a416b6a846a11724393025641d4edd5e,03702,sao paulo,SP
7e93a43ef30c4f03f38b393420bc753a,06429,barueri,SP
ef506c96320abeedfb894c34db06f478,03569,sao paulo,SP
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP
7722b1df1b0e383e000397b2c11e3e19,09715,sao bernardo do campo,SP
bba3293d6f5d5af2f415e004e8b93ae3,04726,sao paulo,SP
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP
d650b663c3b5f6fb392b6326366efa9a,06713,cotia,SP
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP
1d4587203296c8f4ad134dc286fa6db0,05101,sao paulo,SP
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG
37be5a7c751166fbc5f8ccba4119e043,04248,sao paulo,SP
e24d3429d294b2eb200b064ebb035879,03514,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF
7b07b3c7487f0ea825fc6df75abd658b,02016,sao paulo,SP
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT
784ba75dd9d20200c4caed3d7a77141a,01040,sao paulo,SP
099095b050cfe8eb1ddff5317587e96e,03322,sao paulo,SP
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ
ea00f977a203ff88adf7057cb7806998,11085,santos,SP
82e0a475a88cc9595229d8029273f045,03417,sao paulo,SP
ed4acab38528488b65a9a9c603ff024a,08260,sao paulo,SP
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,RS
b18dc380845b24038cfc48006478f099,09951,diadema,SP
f22a247b79dd22ecd91dc8e3b2a1b07c,08573,itaquaquecetuba,SP
ffc470761de7d0232558ba5e786e57b7,07091,guarulhos,SP
4c498c7345e89aebad651544829beca0,06341,carapicuiba,SP
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,GO
02f5837340d7eb4f653d676c7256523a,80620,curitiba,PR
f12ff17ad8bbf01ec5c33b17e506649b,03186,sao paulo,SP
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP
6a8a889bde935bafa76d7848782dfaf9,02839,sao paulo,SP
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,MG
95ec4458365c4d11f452ccf538377619,13481,limeira,SP
fa40cc5b934574b62717c68f3d678b6d,02310,sao paulo,SP
270d3ef21830ad0ecf3a6c53d08a533a,06380,carapicuiba,SP
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,RJ
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,SC
e819bcfade7b5d88a27325eb6cfd62c5,07242,guarulhos,SP
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,SP
817245bcc3badd82bbd222e0366951a6,17056,bauru,SP
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,SP
5fd924b4836098a5be0ecf81ba054ce0,03554,sao paulo,SP
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,SC
3f995f07c49d0d55a99d5c54957f7d81,06853,itapecerica da serra,SP
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,MG
b4a476fbd28de64b1e347abf9089366a,06653,itapevi,SP
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,GO
14a08204d03bb6b6bde8029f801ae0eb,01026,sao paulo,SP
c85d7b477a709c85a1e8b8f25aa1b270,09640,sao bernardo do campo,SP
3d621842b2ed28e2b474132480edac3c,08041,sao paulo,SP
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,SP
d6b1ce66b035a475f00c017792ff9769,13327,salto,SP
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,SP
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,SP
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,SP
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,SC
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG
b8555308bfdb4ca1ed54325a58da9a97,09751,sao bernardo do campo,SP
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,PR
66d5ae34537110d3affc56174dad2b2f,15062,sao jose do rio preto,SP
f12d3c2a14729ae461b920c11fe20fdc,09080,santo andre,SP
4917cee8d902e13428c3ec4b1ca6f315,89031,blumenau,SC
741f8c587cb4248ebc5b779a0e8e0e51,09110,santo andre,SP
f9903dd0f812c7e771fcad47b6fff231,89070,blumenau,SC
50c9975695009e5e6473912e83a6d1da,35530,claudio,MG
7aa4334be125fcdd2ba64b3180029f14,18500,laranjal paulista,SP
cc1f04647be106ba74e62b21f358af25,02739,sao paulo,SP
a3e9a2c700480d9bb01fba070ba80a0e,14940,ibitinga,SP
516e7738bd8f735ac19a010ee5450d8d,22230,rio de janeiro,RJ
9f505651f4a6abe901a56cdc21508025,04102,sao paulo,SP
17adeba047385fb0c67d8e90b4296d21,07052,guarulhos,SP
7142540dd4c91e2237acb7e911c4eba2,16301,penapolis,SP
a3a38f4affed601eb87a97788c949667,89204,joinville,SC
744dac408745240a2c2528fb1b6028f3,83408,colombo,PR
9b013e03b2ab786505a1d3b5c0756754,11450,vicente de carvalho,SP
8b9d6eec4a7eb7d0f9d579ce0b38324d,26562,mesquita,RJ
38e679b9e0064cd94c6f035707344dae,86010,londrina,PR
54aa8463e87776b5612f4bdc4bd5d4de,30550,belo horizonte,MG
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
5f3ae9136c875522250f8184f253413a,01550,sao paulo,SP
8e6d7754bc7e0f22c96d255ebda59eba,12233,sao jose dos campos,SP
cbd996ad3c1b7dc71fd0e5f5df9087e2,15081,sao jose do rio preto,SP
8daab2245ebdc277c51098d01c5ad8ef,08411,sao paulo,SP
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP
093805f8f2aeb63881444571e1f48f30,06236,osasco,SP
3c010235b7345c92f125d14ee232a76b,83800,mandirituba,PR
cb9fb4ca75d7ba8437480e8dde64fe98,03551,sao paulo,SP
6989574bd97d9773f10d232b6c07da59,80040,curitiba,PR
6d803cb79cc31c41c4c789a75933b3c7,14600,sao joaquim da barra,SP
5f2684dab12e59f83bef73ae57724e45,05125,sao paulo,SP
8b321bb669392f5163d04c59e235e066,01212,sao paulo,SP
76d64c4aca3a7baf218bf93ef7fa768d,80215,curitiba,PR
d06d019f72a04e5497a0b64190af170c,06703,cotia,SP
004c9cd9d87a3c30c522c48c4fc07416,14940,ibitinga,SP
3bdff180c7e1f6551a643b99c265a120,04811,sao paulo,SP
aced59e9b31ef866a94f9e7f29d8d418,03306,sao paulo,SP
b4f8921fcc4ff77b66bea6dda43dcd51,95034,caxias do sul,RS
0daf5180aa44356f60f8effa533b55a2,74043,goiania,GO
671585f5a2af58b6e276bc01003c0d2b,80510,curitiba,PR
2dd1fb6f0e42a2243b8a01e40cd41216,80240,curitiba,PR
9c1c0c36cd23c20897e473901a8fb149,11702,praia grande,SP
455c5640e8c5bd1b2ee85c0158f85727,89128,luiz alves,SC
87d30a6a0cbf89356e49324971ab1d24,02036,sao paulo,SP
aba1721a889e04decc910aa13b768ef4,05729,sao paulo,SP
cab85505710c7cb9b720bceb52b01cee,02252,sao paulo,SP
312ba1d77e9c332ef21f9598b7f64cd7,07179,guarulhos,SP
1fdc574883ef3b33ad41562d93f3a74a,13480,limeira,SP
9a03a4e9eb0b947652fae4f6121a3f5e,15805,catanduva,SP
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
3df020b72d3d44b3af9d110fa3940b65,15704,jales,SP
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ
0d33a55da925bbf1ff02af5f6059fc7f,05632,sao paulo,SP
cea729054f157f5870bdd321a958d994,03161,sao paulo,SP
955fee9216a65b617aa5c0531780ce60,04782,sao paulo,SP
0f0c984a4a955310903b6b6008660bad,14403,franca,SP
f805b96fa705ba7995a221f1749dc141,87013,maringa,PR
751bdc4d83a466c7206cd42e8f426b03,09405,ribeirao pires,SP
ba5daa4041e1f15cdf34b76e3e18a450,04363,sao paulo,SP
6e386f64c84e482f0b9abf960797ee1b,01539,sao paulo,SP
71592660bbcb6a4664e97b6f8b68babc,15055,sao jose do rio preto,SP
7d7866a99a8656a42c7ff6352a433410,01320,sao paulo,SP
5a93f3ab0ef4c84ed5e1b5dbf23978bc,12250,monteiro lobato,SP
e1b12447a7563944843191754aeb5562,07145,guarulhos,SP
1fe5540d7c1c37a595fefbacd5570d9e,25850,paraiba do sul,RJ
d3f39f05462b79a4562d35893a28f159,13730,mococa,SP
0176f73cc1195f367f7b32db1e5b3aa8,14940,ibitinga,SP
01cf7e3d21494c41fb86034f2e714fa1,85603,francisco beltrao,PR
ceaec5548eefc6e23e6607c5435102e7,03821,sao paulo,SP
c8771b1a10bb99bb34d3c459c5cffb53,36512,tocantins,SP
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
6f229cc508fc6915ed5c499efd93baa4,21931,rio de janeiro,RJ
b0b346d3a89f5eb4c2968af3f083cd43,13105,campinas,SP
fa1a9dec3a9940c072684a46728bf1fc,88820,icara,SC
5670f4db5b62c43d542e1b2d56b0cf7c,03694,sao paulo,SP
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
6524b847b982cd56bb5d4b02b776ee42,13042,campinas,SP
610f72e407cdd7caaa2f8167b0163fd8,01201,sao paulo,SP
b6d44737c043328708f6749c2dbe50bd,09230,santo andre,SP
972d0f9cf61b499a4812cf0bfa3ad3c4,88359,brusque,SC
5b2e94f2c22b39ccc24d34ad0f669672,01214,sao paulo,SP
cfb1a033743668a192316f3c6d1d2671,18110,votorantim,SP
adcf50477d6a1f5d91bb9d54c4903cb5,35530,claudio,MG
bd15ee794d5e640d9dd71b665b2ab15b,14078,ribeirao preto,SP
6a51fc556dab5f766ced6fbc860bc613,17500,marilia,SP
ea6b12bf9ffe2bac34602ec631d97a47,07093,guarulhos,SP
dc64d75cc406bb0697be983831430e60,31560,belo horizonte,MG
259f7b5e6e482c230e5bfaa670b6bb8f,08550,poa,SP
dd7ddc04e1b6c2c614352b383efe2d36,03471,sao paulo,SP
f457c46070d02cadd8a68551231220dd,87047,maringa,PR
5962468f885ea01a1b6a97a218797b0a,82040,curitiba,PR
1f50f920176fa81dab994f9023523100,15025,sao jose do rio preto,SP
2b1a40c1daabc6ca280c4b815c101841,35500,divinopolis,MG
d93919c944be9cff128f6c9cb899eacb,13375,mombuca,SP
f7ba60f8c3f99e7ee4042fdef03b70c4,09628,sao bernardo do campo,SP
c5f7e746b7e6d07def6c0dae9903279b,81350,curitiba,PR
002100f778ceb8431b7a1020ff7ab48f,14405,franca,SP
c4fabeea6e569d42d02993bb1f4f1cbc,60741,fortaleza,CE
5bc237df65098fe211bb4818f4d26d78,38410,uberlandia,MG
6a38087bc8ad4f89ff453561005f6dea,75123,anapolis,GO
eebb3372362aa9a46975164bed19a7e7,04578,sao paulo,SP
2ec6e37d992a95eaddb3369dcbcc76d9,91310,porto alegre,RS
f84a00e60c73a49e7e851c9bdca3a5bb,20756,rio de janeiro,RJ
e5a38146df062edaf55c38afa99e42dc,01233,sao paulo,SP
62c50c1af4dfdc4149d25c5222043d39,04782,sao paulo,SP
4de6e4ba574aa9dfdc824bc44dc47fdd,83402,colombo,PR
f45122a9ab94eb4f3f8953578bc0c560,13419,piracicaba,SP
7901646fdd36a55f564ffaf2dbccaaf7,20021,rio de janeiro,RJ
6481e96574816ead57975da2c0f6d80d,18072,sorocaba,SP
b6dc74ed30f124f95227bed4e43a3bed,86702,arapongas,PR
48436dade18ac8b2bce089ec2a041202,27277,volta redonda,SP
8ed8ea9a57c862f2c18c2fe41f601d56,89030,blumenau,SC
1554a68530182680ad5c8b042c3ab563,37580,monte siao,MG
ede0c03645598cdfc63ca8237acbe73d,14092,ribeirao preto,SP
1e47defeeadeca0e9a18fa5a9311e735,15800,catanduva,SP
ef0ace09169ac090589d85746e3e036f,24451,sao goncalo,RJ
87142160b41353c4e5fca2360caf6f92,90230,porto alegre,RS
289cdb325fb7e7f891c38608bf9e0962,31570,belo horizonte,SP
9d681c7e12db302cb261e721040dde65,80330,curitiba,PR
fa1c13f2614d7b5c4749cbc52fecda94,13170,sumare,SP
bf100ecb7997df312b285358fb32f92c,83070,sao jose dos pinhais,PR
3504c0cb71d7fa48d967e0e4c94d59d9,09350,maua,SP
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG
96493fab2fbb13a14d0c0e8772eef5c3,05537,sao paulo,SP
f76a3b1349b6df1ee875d1f3fa4340f0,03275,sao paulo,SP
99eaacc9e6046db1c82b163c5f84869f,14400,franca,SP
d98eec89afa3380e14463da2aabaea72,90010,porto alegre,RS
08084d990eb3f53af056ccbc1730c8a7,03612,sao paulo,SP
23613d49c3ac2bd302259e55c06c050c,13660,porto ferreira,SP
0bf0150d5b9d60d9cd2906003332f085,01547,sao paulo,SP
30829ded4523ab9224b93bc49a62c95f,95360,parai,RS
5075aaa8404020ae6aa8bf4792099b41,37706,pocos de caldas,MG
d354c38a7182125a748cb10474fe963b,28495,aperibe,RJ
c3cfdc648177fdbbbb35635a37472c53,80610,curitiba,PR
1ce3ae5a399804d1a87e706f8a813c3e,88715,jaguaruna,SC
5f26c1408a65b42a7224cd463bdf3292,86707,arapongas,PR
2138ccb85b11a4ec1e37afbd1c8eda1f,08250,sao paulo,SP
ef30892870c278497523264be1be2241,14801,araraquara,SP
d5b9a084373da994a6e37f732169a853,09182,santo andre,SP
f46490624488d3ff7ce78613913a7711,07194,guarulhos,SP
ad420dd0c4f92f8af951ac24b86d0cf5,38230,fronteira,MG
e8b4225284fbb02d16f200513f1f395d,14960,novo horizonte,SP
f61c63d13f7cd800549d5acdd390ae72,18185,pilar do sul,SP
7315baebc0572ff220d226283dc66728,13560,sao carlos,SP
c8b0e2b0a7095e5d8219575d5e7e1181,08598,itaquaquecetuba,SP
391fc6631aebcf3004804e51b40bcf1e,14940,ibitinga,SP
33cbbec1e7e1044aaf11d152172c776f,95705,bento goncalves,RS
8a2d12a90e92f012ce5226fc6592b653,81210,curitiba,PR
762ed976527cddf02787edba70fffa2a,86026,londrina,PR
e59aa562b9f8076dd550fcddf0e73491,82810,curitiba,PR
e9779976487b77c6d4ac45f75ec7afe9,11701,praia grande,SP
6b90f847357d8981edd79a1eb1bf0acb,07152,guarulhos,SP
73a63f72308aa20a46f4b1632018f196,82510,curitiba,PR
252e76235acb79183cfca6e34f13337d,13090,campinas,SP
7c5b05cbdb5542049f38d90d7815b97d,05201,sao paulo,SP
db4350fd57ae30082dec7acbaacc17f9,03126,sao paulo,SP
845e8036c3f7bf62099352f5ed910240,21041,rio de janeiro,RJ
4324dd16853115efb0fd9d0d131ba6f4,13720,sao jose do rio pardo,SP
6426d21aca402a131fc0a5d0960a3c90,14091,ribeirao preto,SP
8a432f4e5b471f8da497d7dc517666e2,19042,presidente prudente,SP
c092292535a57dacd95a8765f5518f87,26600,paracambi,RJ
20a8b0dc55da94fe74d112082427c84f,13312,itu,SP
bfd27a966d91cfaafdb25d076585f0da,13930,serra negra,SP
fadb07c842a2aef5d5a676b85f220e71,15052,sao jose do rio preto,SP
04e38a233f726ef161074ab1c9b0399a,01239,sao paulo,SP
7ade73f1b9b4e965f9009a4c3a7e2c15,17051,bauru,SP
a369d693961cb93b61ca2cc518872a85,15081,sao jose do rio preto,SP
134285d1f41da5c13a756ee8142c8a4e,02523,sao paulo,SP
b8578d2d823bd8e251f6fdd02b40902d,89069,blumenau,SC
c03121937e54a93fcc1825c3098bbb6e,82800,curitiba,PR
5996cddab893a4652a15592fb58ab8db,19010,presidente prudente,SP
1690cada046eb7e92c12f98b1f8a8167,01303,sao paulo,SP
42b729f859728f5079499127a9c2ef37,03910,sao paulo,SP
47efca563408aae19bb7206c2d969ea9,64033,teresina,PI
71271995e85f5b8530be99ed54a91b89,91360,porto alegre,RS
a435b009cd956ea60748b5cfbddf2e24,14406,franca,SP
9c0e69c7bf2619675bbadf47b43f655a,12230,sao jose dos campos,SP
52f976b17ea7f2f087f56dcc419328f6,86820,california,PR
6edacfd9f9074789dad6d62ba7950b9c,07135,guarulhos,SP
334cab711dee080b079fa5779b584783,09190,santo andre,SP
ccf8813e5a7d6c84d865cd38bfc2b130,12080,taubate,SP
8d956fec2e4337affcb520f56fd8cbfd,09780,sao bernardo do campo,SP
e5a3438891c0bfdb9394643f95273d8e,13483,limeira,SP
138dbe45fc62f1e244378131a6801526,02215,sao paulo,SP
5058e8c1e82653974541e83690655b4a,08583,itaquaquecetuba,SP
9674754b5a0cb32b638cec001178f799,04438,sao paulo,SP
d3dcf0604eabf0224fbd5948b5e02f69,03654,sao paulo,SP
49067458c68f7701fd334ce326accbe0,36050,juiz de fora,MG
dfa0c4c6229ab200a4a1336b4d7128ff,88085,florianopolis,SC
2cb6eb1b7185064167657fa09f541105,34710,sabara,MG
6c7d50c24b3ccd2fd83b44d8bb34e073,19025,presidente prudente,SP
5cbbd5a299cab112b7bf23862255e43e,83324,pinhais,PR
ca3bd7cd9f149df75950150d010fe4a2,04361,sao paulo,SP
323ce52b5b81df2cd804b017b7f09aa7,03306,sao paulo,SP
76ea5315acb3f5f7ade3cd261faf922a,04213,sao paulo,SP
bc503e244f187939d10c92a5c8e378ce,16200,birigui,SP
1caf283236cd69af44cbc09a0a1e7d32,26020,nova iguacu,RJ
ba90964cff9b9e0e6f32b23b82465f7b,07140,guarulhos,SP
20d83f3ef0e6925fd74bfd59170babf7,02804,sao paulo,SP
e7df4cd29ab5abab70fb0783ddb53987,04122,sao paulo,SP
0432ead42b6c8a0bdf68154add917fdf,09320,maua,SP
2a261b5b644fa05f4f2700eb93544f2c,13660,porto ferreira,SP
3785b653b1b82de85ab47dd139938091,85640,ampere,PR
d379f449f2a3b271bc01c0782020f705,35500,divinopolis,MG
7ea5bfa6c340f58f8e71fc1f0412b0d6,30180,belo horizonte,MG
c54679b132454625907c773d273d4126,11443,guaruja,SP
bd697db56ff8e7c9cd1abeb7f72029b2,03533,sao paulo,SP
1a3df491d1c4f1589fc2b934ada68bf2,89224,joinville,SC
4170f6a9367e6b5d6401d03ce6d54569,71906,brasilia df,DF
6560211a19b47992c3666cc44a7e94c0,05849,sao paulo,SP
e3e290b38963293022cdcd6db8328103,01403,sao paulo,SP
596849622429351f47b32e6cae1055ff,08710,mogi das cruses,SP
718539d38d07dd351c76db862760e2e2,13088,campinas,SP
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
3bb32fedaa74e4ad20f4ce067733bd31,88210,porto belo,SC
8a87611c08849ffeeccab52aa798b6c7,82940,curitiba,PR
679769a98cfcc6da877c8486ff1c13f3,35162,ipatinga,MG
febab0275244b9a49a623f0bd613ca2f,13920,pedreira,SP
f3da5b2ff499efb8d4a6d371d175d7dd,02407,sao paulo,SP
436bf27f2f18474fc6047702e9f8a866,13041,campinas,SP
67883baaae6134ee81b271a542613728,01310,sao paulo,SP
d97df38225e5abadaff1e72cb72b823c,09560,sao caetano do sul,SP
a420f60ff1aa9acc80d0e42959f2b313,05138,sao paulo,SP
ff4ea69c2a729e83e63c7579e4ef8170,07071,guarulhos,SP
916748bc99315c2d202898ae58b1617e,18040,sorocaba,SP
25debeafbce801fdd479539350185eee,17350,igaracu do tiete,SP
ad97a199236354e53fcd91a5a913e9a2,88350,brusque,SC
c7dcd301ecfe5ab7f778ac172cf74be7,30120,belo horizonte,MG
8602a61d680a10a82cceeeda0d99ea3d,01001,sao paulo,SP
fde0cc9ea29c8ccfc0a2c22256a58c71,81650,curitiba,PR
e63e8bfa530fb16910dd6956e592bb81,07160,guarulhos,SP
c4f7fee5b0db50e87766f5a4d1b1b758,18085,sorocaba,SP
2646baaf662d4d92ac48f047e35db92d,03303,sao paulo,SP
13fa2a6c6b9d0f43cb588d7c82117a12,03567,sao paulo,SP
33a17d60c64393351ebf1ef860f4e0f2,91510,porto alegre,RS
640e21a7d01df7614a3b4923e990d40c,14940,ibitinga,SP
d57e18d5f73c7ccb7f7339b61166898d,03613,sao paulo,SP
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
cbf09e831b0c11f6f23ffb51004db972,09726,sbc/sp,SP
7fdb0720c8d7c9075538b365dc8c3a22,85904,toledo,PR
4aba391bc3b88717ce08eb11e44937b2,45816,arraial d'ajuda (porto seguro),BA
715bbd5ba4e6b74cb0d2f29eb45058b0,13930,serra negra,SP
1430239a858e7682bbc43b20758af153,04087,sao paulo,SP
d598f929fc44e1e38678e7f47250ec04,73801,formosa,GO
6b536a23086fba0d58c08d68814397f6,24346,niteroi,RJ
95f83f51203c626648c875dd41874c7f,37564,borda da mata,MG
6b243f80ed07b10f0e8aa0f21a205f3c,81825,curitiba,PR
e7f3bf1ecd8526eb7f3b18059e6716e5,11680,ubatuba,SP
4d600e08ecbe08258c79e536c5a42fee,85988,entre rios do oeste,PR
2089a6d640999f9b9141ac719b2af596,13566,sao carlos,SP
4f0d637c1197fd65405ebd755ac9f86b,06768,taboao da serra,SP
2a5b78b41cd05baeac8df54c6606b92c,35570,formiga,MG
b32be1695eb7ec5f10f72d9610a12527,95012,caxias do sul,RS
53243585a1d6dc2643021fd1853d8905,42738,lauro de freitas,BA
6df688df543f90e9b38f4319e75a9d88,31230,belo horizonte,MG
7f40d06aa0b5f1aa4f41af8c0480e2ef,13506,rio claro,SP
b1fecf4da1fa2689bccffa0121953643,79107,campo grande,MS
ba6b68b55fe8704377a7d43c8e5c0185,30130,belo horizonte,MG
b8114f2f589a6804810f04f99b36b498,09633,sao bernardo do campo,SP
b33aaadd1a8891d2dfef0c4c3bdf0371,13481,limeira,SP
dee656f0f566ed1aa85bd137c943f08f,12701,cruzeiro,SP
d673a59aac7a70d8b01e6902bf090a11,14940,ibitinga,SP
966cb4760537b1404caedd472cc610a5,09920,diadema,SP
f3b80352b986ab4d1057a4b724be19d0,71200,brasilia,DF
9aa388272ee334b6ae07bc73706e254a,36886,muriae,MG
5e105f5c9f63f5f1fd75d6cb942e55b1,15076,sao jose do rio preto,SP
bf00385a5f7fc1ef39a13c2e9ee50a5f,01224,sao paulo,SP
cd68562d3f44870c08922d380acae552,14050,ribeirao preto,SP
28405831a29823802aa22c084cfd0649,03644,sao paulo,SP
5bc55dbe2f12b6af6d83ed46023e0dc8,35170,coronel fabriciano,MG
b1b3948701c5c72445495bd161b83a4c,03390,sao paulo,SP
00ee68308b45bc5e2660cd833c3f81cc,03333,sao paulo,SP
701938c450705b8ae65fc923b70f35c7,15014,s jose do rio preto,SP
f5f1f2c5f923f36ad79ea1d07185ddc9,19820,taruma,SP
59b22a78efb79a4797979612b885db36,38414,uberlandia,MG
ea8482cd71df3c1969d7b9473ff13abc,04160,sao paulo,SP
5b925e1d006e9476d738aa200751b73b,04567,sao paulo,SP
06bb3a2fe5e7b7a845b13e8fb91bd944,31844,belo horizonte,MG
fe2032dab1a61af8794248c8196565c9,13030,campinas,SP
3092c0b297aacfb4bb6e056ebe13b9b8,07402,aruja,SP
c004e5ea15737026cecaee0447e00b75,02035,sao paulo,SP
1c56ffe0e9dea2657fc6e95b53f40b13,13575,sao carlos,SP
e0a366315b1b726b6c7832d664c0f530,02258,sao paulo,SP
cd6efc47efaabf134f8bdb654e10b4f1,23050,rio de janeiro,RJ
4e17c65a516f69d023a2ae78b84f28d6,08673,suzano,SP
33ac3e28642ab8bda860a2f693000e78,06717,cotia,SP
18a349e75d307f4b4cc646a691ed4216,01319,sao paulo,SP
a72c2f59332659e361d647515c698798,95270,flores da cunha,RS
b55638ad525e906c698fa2ce742c1742,88780,imbituba,SC
12b9676b00f60f3b700e83af21824c0e,95780,montenegro,RS
a080fc8a850289b27500f6b49cca2553,03382,sao paulo,SP
8fdca8e349553f99bc738833a62c8802,02189,sao paulo,SP
08061dc0fc165ed41288cc7acde738ee,06036,osasco,SP
612170e34b97004b3ba37eae81836b4c,93542,novo hamburgo,RS
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG
cf2384dd2f1dddea3f838efed0945e65,13930,serra negra,SP
439a47cc365d6e3bd526812ea9de3c29,08730,mogi das cruzes,SP
4b9750c8ad28220fe6702d4ecb7c898f,13484,limeira,SP
278b6e0b20c4f61fefaa0577943d7a35,88316,itajai,SC
2059c39f76271d4ca3f15b5ffaccc8b8,81930,curitiba,PR
8cbac7e12637ed9cffa18c7875207478,89254,jaragua do sul,SC
fdb9095204a334cd8872252ffec6f2db,03331,sao paulo,SP
5b97c06a046398e7005b2b7c0d707a92,38770,joao pinheiro,MG
cb5df0dcb9e280b1780e9d589889f2c7,15115,bady bassitt,SP
9bcdfa7b615b3abb9461d9e3ad9886ae,89053,blumenau,SC
271c58a1d139c45eaf3316107c6d3a3b,03632,sao paulo,SP
2dee2ce60de9709b1a24083217181a1f,78552,sinop,MT
f84fa566034f5e8e880a07ec624c56af,13330,indaiatuba,SP
b1ac6ea7895bc3dd6f0f6f4abbdd2821,92030,canoas,RS
851773c885feb5e2da3b4f82bc2b17ce,18683,lencois paulista,SP
