product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
f4d705aa95ccca448e5b0deb6e5290ba,cama_mesa_banho,57,74,1,250,20,2,15
bbaef2eadf31fe3ea6702077398be06c,perfumaria,45,1003,2,400,18,11,11
e07f6e9343cad06f34d0a7a09eeac4d7,beleza_saude,60,537,1,667,17,16,16
532d7f19b8005e415f5b98a1cf4a8690,utilidades_domesticas,58,172,1,400,16,10,14
e10758160da97891c2fdcbc35f0f031d,,,,,2200,16,2,11
93c285dad77a797cf2193ead6afbe107,utilidades_domesticas,53,524,1,1800,25,7,20
0e40b1ed4cfd3da1962ec91913e54ba8,eletronicos,52,424,1,175,22,11,15
0a17941f41b99d2f070fab54b458a4a4,malas_acessorios,28,453,1,300,16,23,19
98190f6a2c3253d07ca86525bb238162,eletronicos,25,813,1,1836,61,6,24
e2c3ed9aaddfd2312a6a5fe9b3ddadd3,brinquedos,53,579,1,675,22,24,21
a1bf559ac1eab015ba992bd76d9d76c7,informatica_acessorios,32,1074,2,200,39,2,30
de984954e2e130136bcf8988bc973d90,instrumentos_musicais,40,234,1,1000,56,9,22
c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39,772,1,150,16,16,11
aba0932cedf32b2a7b6b832f11769613,beleza_saude,29,556,1,2000,30,12,16
a530b23a71594d0d986a30359e207762,moveis_decoracao,49,600,2,1400,65,12,12
599e5320aef0c7dd9e3fed9b2f673d41,informatica_acessorios,52,1224,2,700,20,20,20
b0cd550945da1de6eb9cb69595d540df,esporte_lazer,55,1392,1,900,16,16,16
ce130b350f529a1d6288f927da7404ea,cama_mesa_banho,50,171,1,1450,45,10,15
3c2f792f1041177a81913a977431a99e,eletronicos,40,549,1,200,20,20,20
eca26be90d3b3454dd69a13a05bdb46e,fashion_bolsas_e_acessorios,59,119,3,200,16,2,11
a2bd2eae20998a24c22b110334928b02,malas_acessorios,39,278,1,700,19,48,35
c354569eefd558bf201d0aedf35608ed,cama_mesa_banho,55,166,1,700,49,4,50
5027a29c73fb3aa5e93eae6867c9a2e7,papelaria,53,500,2,550,16,4,11
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50,1212,5,900,26,6,13
e24f73b7631ee3fbb2ab700a9acaa258,fashion_bolsas_e_acessorios,60,1118,6,2250,22,15,20
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29,347,1,1600,100,7,11
06efa56b8557e1efcb2c107f55d1a8dd,ferramentas_jardim,60,481,4,600,19,7,14
0bb7cb61f1957f79dac582ab66ccdc1f,utilidades_domesticas,45,561,2,553,18,9,15
77c0d362526797bf132aaf564b1e436d,ferramentas_jardim,45,616,3,1400,20,20,30
2efbce46d36d9af306d4300db163b276,beleza_saude,48,762,1,270,16,16,15
3488d2ce36e718097c1509444289ef7f,perfumaria,40,1176,1,514,18,12,15
ac1290e4432c1f2662b71ac47da47691,telefonia,43,533,2,125,19,3,11
5b488b474a4f2519b7826390b1873a58,utilidades_domesticas,60,1206,4,4100,51,31,31
ce8a29973a1fed3f8d22ea5514d9ea07,eletronicos,56,505,2,200,20,20,20
a314a62cff3e5725f545fa263aed7a7b,cama_mesa_banho,48,120,1,300,40,4,30
17da5d80ea0eeabd565083183027d588,bebidas,59,879,1,700,20,20,20
dd2ca29c9d0f93d3b1d28d7d7ee3025c,moveis_sala,24,356,2,7750,33,25,33
1c36a5285f7f3b1ed2637d7c528ce5ff,malas_acessorios,21,769,4,1600,55,37,30
3931aaf38ba4cc928100541ff51b82ff,informatica_acessorios,45,554,3,400,16,4,16
1dce3fd38c13a3e74fe5000f33858442,automotivo,58,674,3,1800,22,10,18
f102842fbe436027eeeb7fc76d3063aa,consoles_games,59,434,3,350,20,20,20
860dd3635c61aba2d7ddea90b7d471b2,beleza_saude,50,1083,2,452,20,11,18
44d958961868395bfe852e70d48081f4,brinquedos,31,254,1,200,16,10,11
a963ea4d494221de09b70f1b4a70edbd,informatica_acessorios,58,240,1,150,35,8,11
593236d0ff46b4299b4787fb8d43f7f0,industria_comercio_e_negocios,44,1396,2,7225,16,103,25
386486367c1f9d4f587a8864ccb6902b,cama_mesa_banho,54,120,1,835,40,9,33
84db874a1a2d895b0eece26cc9bb3dd3,cool_stuff,55,418,2,1250,36,16,24
0eb8e03d4ef83152c4642b606b5bbdec,moveis_decoracao,47,348,1,2900,40,10,35
464383c22e65860826cf78650fe0f4e4,consoles_games,49,781,5,200,16,16,16
cc68bcd2a2720e95aef8b6cb71f62ed9,esporte_lazer,54,660,1,154,17,10,13
9fa0c72476690fbc66bcacc498fe7fd6,informatica_acessorios,34,1122,2,100,18,11,14
f0ea71b6e2ab4cb3bd8f5ba522a25a56,,,,,1300,30,20,30
61a53738adc5c0e8d243553320f9ba1c,esporte_lazer,59,1104,1,8809,52,52,17
54af11c815f92135fb554bd9c97dd418,cama_mesa_banho,57,520,1,950,29,10,25
37d2e3656244fd840ebd0460360455cd,papelaria,36,215,1,700,45,10,31
67ff96903c597ba4b1d7f668734bc3a4,construcao_ferramentas_jardim,34,376,1,65,17,12,17
121b9686b9929855d823981fc655a6fe,utilidades_domesticas,55,747,1,6250,53,23,28
6c90c0f6c2d89eb816b9e205b9d6a36a,informatica_acessorios,41,260,1,775,21,18,26
af5dce27d2097e3cbfeb25ad9eac092c,cool_stuff,52,330,1,1650,33,44,19
3abf2d4698bf245577543ea01d9c7f16,,,,,200,22,14,14
33202a8e7a645388c41ed714203d7131,alimentos,45,911,1,3350,20,21,20
bae8ac5e125a98fe445bc17714104709,malas_acessorios,57,455,3,10700,40,100,16
59f8cb217c16b9d838ab8f6d92fd2eea,automotivo,32,1313,2,250,18,19,15
75f3ef6a5cb0f2d5aeef15925f0ccf69,consoles_games,50,429,4,530,18,24,18
1fd68fefef8ff576fc3fac7db97f67f1,cama_mesa_banho,53,558,1,2400,41,11,36
ce87eb0f80420c505b53adef21bf93d6,livros_tecnicos,18,612,1,500,23,2,16
d3f4f3de0f4576184674937d1e9cecca,brinquedos,51,122,4,450,20,31,30
53b36df67ebb7c41585e8d54d6772e08,relogios_presentes,33,523,3,584,16,11,13
4a0c2a56e65c941a0bb9874c47dd66d8,cama_mesa_banho,58,2375,6,1400,30,20,26
96f6baf4d6a2f7c90932573600903489,casa_conforto,30,503,1,700,18,12,18
036734b5a58d5d4f46b0616ddc047ced,telefonia,58,751,5,300,17,4,12
a22f707cfd269773138c3bf3a43f6180,moveis_decoracao,25,253,3,7000,25,25,25
4b54c1f607b7a55ec9a34555b5607539,automotivo,57,703,6,4700,47,19,23
bcac2cdcd851929a5caa3e1508d5abc9,utilidades_domesticas,45,928,1,800,39,6,28
385a33a408e9c35c9fbc2025c12f3784,informatica_acessorios,52,967,1,220,22,13,12
85d187257cdbf2692d10649a11c7e78b,malas_acessorios,47,414,1,2000,35,27,12
eb6913790ee61d3d4d8dffcbbedea827,pet_shop,57,1268,2,102,20,6,13
148d27957e1653a2e9c8c3771f5a5a0f,relogios_presentes,60,628,2,200,16,11,11
a7f2b139c27a47d32a6ab4529c65c134,relogios_presentes,59,168,3,200,16,2,11
557484a8965bdc4e548658239f7663fd,ferramentas_jardim,52,1493,6,4000,30,21,24
2f763ba79d9cd987b2034aac7ceffe06,eletronicos,45,1198,2,595,8,6,6
31d6f0a621ee145ae8c70304cf564483,relogios_presentes,54,691,2,200,16,2,11
d2806dfb8e3474bcba8b5bcd771ff12c,brinquedos,58,789,2,790,28,24,31
a93ad122024312ca432da7f7b32474b4,cama_mesa_banho,48,267,1,1588,48,12,44
1fd95182c672cf5b10c82207ca5dab97,automotivo,58,797,5,1100,23,7,38
089cc17c8bf2226d13648392e33dabd7,informatica_acessorios,32,999,3,225,17,5,20
b88d27345de2feed45475bb48cca74b1,papelaria,55,787,2,300,16,5,17
c857b96593773e940454e76efa8eabb3,moveis_decoracao,55,133,1,700,35,4,30
4834f24983a4f056e5ae64265f723aaf,eletronicos,52,468,3,230,16,14,15
6722735e7b6ea43bbd86b1c9074c3057,automotivo,52,231,1,1050,20,16,16
a8115d34a4b7b74388da609692162c37,informatica_acessorios,34,1080,2,250,41,2,29
9f69acd4da62618a3f6365b732d00ccd,,,,,850,27,13,21
331f7c3a5502a8007a966f70e151e89d,automotivo,41,547,4,100,18,13,13
bb706a70fa03c46aa8d5f4a15505ce1a,moveis_escritorio,55,594,1,650,20,12,15
e2acf075e3634e6f0c26e4e88c1bf9d7,moveis_sala,33,332,1,6750,54,18,53
f71c0f4ee48321ba6b82205b2fc9e08f,moveis_decoracao,30,669,4,975,35,25,21
812f428f6757ab16c46cffc68f2e90c5,moveis_decoracao,53,1991,2,600,60,7,14
b5c114b11d53b6fd85a6a90790f0b479,utilidades_domesticas,30,678,3,267,24,15,12
2d80845a6f78e68221e4965655a9a9b8,eletrodomesticos,54,192,1,150,27,13,17
31a2f42a87890f87d77daebdfabc182e,brinquedos,58,419,5,1700,30,35,25
8cab8abac59158715e0d70a36c807415,esporte_lazer,56,1392,4,1050,40,20,30
b520bae2a8c9790cac40196cb2025283,moveis_decoracao,40,94,5,200,16,5,20
e71435b372f90893385344e8be3a7696,utilidades_domesticas,43,2372,1,1350,44,11,25
8934769521d632e65c27992662f05673,cool_stuff,26,1105,3,200,17,4,13
50f1880f1989251727fbbfe8c0a346a6,cool_stuff,54,661,2,1450,42,25,15
2bb3e85f2a403543fdb64e266e70c792,brinquedos,57,925,5,19450,45,50,45
902a8b8bb0768e8562edc2d903337812,bebes,33,104,1,750,40,11,35
0fa699aaa0a38aa5d1de8e7fe04d2204,,,,,17900,48,32,28
7736ea239e147291f6adb766c992beb1,cama_mesa_banho,46,128,1,250,40,4,30
977f845fc71d6dfd5af3a0aaaabf2161,bebes,46,1947,4,10000,50,34,50
694f7daacd749d7bde487e0f9675c5b8,malas_acessorios,55,1002,8,850,30,15,15
283f243bb09e48e8f324d175182d5cfa,telefonia,60,1440,4,225,18,5,16
6e1b14d3cbb5fb3a2c00351007127dfd,cool_stuff,55,985,1,1625,44,24,32
d0fb1e667e989933a80444f93da833c0,utilidades_domesticas,47,390,3,525,18,19,16
acef497c1130f71ccfe63aaa1c9a607d,beleza_saude,53,2496,1,200,16,6,11
87f6e794e8e759e774a4c34590565036,brinquedos,59,1961,6,950,35,6,25
70906e04da1eebf3d1b8791bd09ffe85,informatica_acessorios,51,518,1,214,18,14,13
f74eb9bc847b5e5e906e5e214bb451b8,moveis_decoracao,59,438,1,900,30,4,20
2d27434c710806b971a721da337a112a,relogios_presentes,58,401,2,200,16,2,20
bf06a69bb27c58156391de458700f3e7,relogios_presentes,60,272,5,300,16,2,11
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56,617,1,1583,18,15,12
165948b2c41e846df7d09b56826a747f,fashion_bolsas_e_acessorios,55,89,1,200,16,2,11
1349eb7b72fc4394d408917c76464af8,bebes,41,243,1,133,21,8,14
fc13bac52be6640d9a77f54894e2c0e6,beleza_saude,42,1158,1,550,17,9,13
2a21592fa9b5f82a36ec4e151bb31d10,fashion_calcados,40,303,12,500,29,7,16
564f6caa975212d645b004093145e621,esporte_lazer,55,385,1,768,15,13,13
2381a3052dd37f97e616bf160467acae,relogios_presentes,39,615,1,530,18,9,13
a9e0a3a894f4bf7844830c090853c3e1,telefonia,49,79,1,375,18,10,16
bc2d6310e5cbd60facb2f9c8d9471597,cool_stuff,23,779,2,7100,36,47,32
81c891c541361f1108fe9e2a645324d9,cool_stuff,47,832,3,13900,34,93,34
d2f2c2b94c6ac44ece0bd0dd202c7939,moveis_decoracao,54,241,4,1050,32,12,32
431dc11c26a67c6a49e81cee84f35b28,consoles_games,47,1338,2,600,18,12,18
d48bacc1dcd9c86bf1ed4ed2a303336c,brinquedos,52,752,3,1232,38,18,25
18fa9cc25ea8b54f32d029f261673c0f,construcao_ferramentas_construcao,58,338,1,2900,23,8,23
23658e8d5d2c1d61b0d59b34ebbabb44,cama_mesa_banho,52,433,1,1050,22,16,18
06c38a87544301cba8b0fb5a0796383d,brinquedos,45,553,5,2300,98,12,20
b50c950aba0dcead2c48032a690ce817,esporte_lazer,58,2584,1,1800,16,16,16
b980f3256c981fc178514325143b1fc8,informatica_acessorios,59,1130,2,243,17,15,12
7b32b1b87594b60dced8abb4531d2986,telefonia,51,419,1,350,16,6,11
ff96895c6b1d31f34b2d82f86670fa85,cama_mesa_banho,59,297,1,2450,35,10,35
57c9362442482cd2451f2eabf468e532,relogios_presentes,31,944,2,283,19,14,19
83b92639fffd1d55c9e04c77c86d8d2c,informatica_acessorios,56,901,1,280,20,15,14
34282a40b7d2b7aae8762762cb6ebcad,moveis_sala,37,313,2,4350,58,16,53
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13
ead3077a141a9c800d6a4bb9d0d415b6,cama_mesa_banho,60,662,1,1150,22,4,28
a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,27,202,5,400,70,10,20
6c321ed0f47858a8650f4104771224b5,relogios_presentes,58,509,4,300,16,2,20
5d422bd54b54307ff7a5e770f40946e4,brinquedos,16,508,2,300,16,5,16
363a9f5b97bf194da23858be722a7aa5,construcao_ferramentas_construcao,44,1455,6,30000,100,50,50
ea5774e69135147e6f0e1eb593d9b105,beleza_saude,55,1202,3,500,20,10,20
c93558f621dc5b9277a19f009b83aaaf,beleza_saude,38,1145,2,200,21,8,11
86332b1229c41aeb4ab9d85472de3ed9,cama_mesa_banho,59,1841,1,2350,28,10,28
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36,890,1,950,29,3,21
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59,2001,3,850,69,11,11
a9ad8b0011994d657f5398d864999f61,cama_mesa_banho,49,638,2,1150,32,17,22
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750,25,7,25
f4b952dd7ab601c02bb1bd06395f45f6,relogios_presentes,53,301,2,1183,23,5,26
eba7488e1c67729f045ab43fac426f2e,perfumaria,43,259,1,610,22,14,16
23c6236434e58c6519c19e56c2dade45,esporte_lazer,59,1432,6,517,27,17,26
43506d2b6b5e0535079f88c7dc51c4de,artes_e_artesanato,54,746,5,6850,105,5,65
342ea5301fb0561caa90fb8e64767deb,eletronicos,35,370,1,100,25,7,16
9328c3a5c42ae7b32d53e419f9b93d66,moveis_decoracao,60,473,1,500,30,3,19
8f7ae8d7845cdabafb4b6f20d8bc5a43,esporte_lazer,41,785,2,700,16,12,22
38ad86e536a0e27c5a4d2dc30964259d,telefonia,60,540,2,300,17,4,12
5727b4e9463bfa0b43bf97397c4b7c44,moveis_decoracao,33,238,1,2450,53,3,48
f9be8e0e5acd947d8f49dbc390b9ab20,cama_mesa_banho,60,322,1,2400,45,15,35
c172a2563d937d6f3582c7dce3ac150c,livros_interesse_geral,59,680,4,650,20,10,30
53c61580d8e5c4941a358ee0335c1d5c,construcao_ferramentas_jardim,55,2029,5,210,25,7,15
3f1a741cf5591384428c1cbb0ef07ec0,beleza_saude,60,400,1,150,60,11,16
38b5079a807bb9f22ddfa46f929accee,perfumaria,55,633,5,200,16,2,11
a56fbff66c12c1ef311cac69e7f2d5fb,moveis_decoracao,48,493,2,600,30,20,20
52e9413ed0d3e64b796aac2bc2291d50,esporte_lazer,54,790,6,200,17,10,11
a7566c5565bf286a5c8fb48387d97bb8,perfumaria,44,259,2,425,23,14,17
042535091ac9e946489c2155a0392c47,utilidades_domesticas,23,162,1,300,20,4,19
188c9cb0aff9e485e3f84752731c633a,cama_mesa_banho,55,428,1,150,16,11,11
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
2535db191954746776aa1f51dc1a9651,beleza_saude,43,341,1,350,18,14,15
436c8d57ff8d4aa254318e9bd9b48c83,cool_stuff,54,599,6,530,30,9,14
b22934d8dedd07b3033be2bf6da70bcb,brinquedos,33,561,2,415,19,16,17
f1d4ce8c6dd66c47bbaa8c6781c2a923,bebes,52,828,4,4950,40,10,40
ec72148301904394ad2c3f6204781102,cama_mesa_banho,55,210,1,650,16,10,16
5524bbd7c991692980702322aa085419,informatica_acessorios,57,1098,4,18150,17,35,35
4d012181c7a23a79f84dc6cdd1cb1c04,brinquedos,20,274,1,6550,54,40,15
8d39a63db6a98e40571f486e0c711cf7,,,,,450,16,7,11
ffb2e8c1ddc7c3e590d2bc4c91de53e1,moveis_decoracao,43,534,1,600,65,2,13
2a211896ec7ab72cedc7939e9ffb01b4,informatica_acessorios,58,1306,1,700,23,20,17
4c8b28305f570899b6ded964ddd234a9,moveis_decoracao,51,767,4,550,34,6,23
c7e02747ef9366a4fb7f4ac4fd261c36,informatica_acessorios,59,2168,7,900,35,10,19
1906cb28cdc0781f04a95d4d3d0d980d,fashion_bolsas_e_acessorios,52,1359,1,300,16,2,11
812f1a638bcd733dd09a574e2424dff0,esporte_lazer,47,1344,1,4650,36,31,31
1c33c71830d320620439a3236a1c4ae1,livros_interesse_geral,54,2931,3,2200,19,26,11
9b08a09bf2fd9731cfca8cb3db24457c,construcao_ferramentas_construcao,14,233,3,150,16,10,12
3a21e6f5a154a5b03b6edb8fc6b24c5d,bebes,58,585,2,220,23,9,17
f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,52,791,6,5200,63,2,79
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
659dc4a2860c19265edc2fe7e451329c,malas_acessorios,45,232,1,550,45,10,32
90ef6790cfc145cf45f9c476d1f47af0,papelaria,49,241,3,6100,60,20,29
cd8c7501d1e3a66f282dfed8dbd5ab9f,beleza_saude,53,3954,1,3700,40,10,20
168b1b45c68037b0490157ee10540349,cama_mesa_banho,60,269,1,3150,39,13,46
317610c6c173aec78923ac272ae9393d,esporte_lazer,56,926,5,2500,93,10,40
cf161acf0258ad3ee8fcadd1c7f0e368,esporte_lazer,50,867,3,1050,30,11,11
29fd9022374ff3fef2e8f82c39b4133e,cama_mesa_banho,57,427,1,800,45,15,35
3470ec574925a96bb8480140fddb1050,pet_shop,55,633,1,300,16,16,16
95c1a931a9c24a30577e9af5a5c420ea,esporte_lazer,33,959,1,550,25,15,25
83d199d296c44101c8c3b5c9c0cce9ea,brinquedos,26,855,2,500,18,6,21
2ccd049c8e7ea210e079a1aa8ad92477,papelaria,54,218,3,6900,28,55,37
26b2a480ced2900a62bb9431133e95aa,construcao_ferramentas_iluminacao,41,971,1,1050,16,19,16
371c121dc86b3821f720e7dbe1928207,papelaria,59,504,4,150,22,5,12
f5caa36f71f444c6508c84818cab5641,brinquedos,46,435,4,1600,20,5,18
325c397d5d1eebe97422d6bc1ed8709d,moveis_escritorio,30,210,3,5600,90,30,40
5e53af05c040b01584b81b3549945faf,construcao_ferramentas_ferramentas,53,470,3,200,16,16,16
08c816d9a716567bf436173ef6f5f12e,eletronicos,60,740,1,150,18,12,15
6b7de889f456ee35f031172d358b2cd2,papelaria,60,778,6,1500,30,50,20
7d88f23682af2fc7db5484b6e41f8993,eletrodomesticos,50,264,1,500,18,8,13
69523f67543ff9ea6b1a15858fb59b3b,relogios_presentes,55,201,8,200,16,2,11
282dcadbd8c61f52f06a8ae802b54ee6,beleza_saude,59,2751,4,3300,23,23,23
a04087ab6a96ffa041f8a2701a72b616,pcs,55,1105,1,13700,27,50,53
b63e8531d772927d6d0b5e4ee1c48389,casa_construcao,53,917,8,1300,16,27,16
dd4c3b4ab7e001aaf385ea2e68952030,bebes,23,358,1,450,30,7,20
3a53c1796dd7e4050fdfd2f5d4c90f70,pet_shop,57,2358,6,6350,56,20,34
dd12801e4d1919e84bf6f90167f22fb5,fashion_roupa_feminina,58,360,4,450,16,5,20
2c3210fa1dfe1fdf8b8e3254287c9e4c,cama_mesa_banho,58,405,1,1400,40,10,30
acdd408fe971bbe29a81f8febb575ffc,eletronicos,50,237,1,175,20,16,18
e76438822c17316d276c27e52e588931,informatica_acessorios,57,1138,3,100,18,12,16
044f125d78e0a631b0479182a37aab8c,esporte_lazer,57,574,6,550,30,16,16
c5944369a5cc96d600713f640e46ab5e,relogios_presentes,19,699,3,350,18,10,15
dca18a6e2fb6da75092ed874094ed7b6,telefonia,62,340,1,300,13,8,10
d2f1cd931c7b76fefa93547cc1b4881b,moveis_decoracao,55,320,1,850,40,5,11
7f4e034245e45549110139d1de248f83,bebes,55,1629,1,600,20,13,13
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58,395,1,217,16,14,14
1491a8ff192d4b5c369b0eaa2fe33ee5,cama_mesa_banho,46,162,5,4600,60,19,50
d05d4a7430d1293367ba2ffbedcdef05,esporte_lazer,44,907,1,300,16,7,11
2a714dc40b27bbd0887215ed0cdc3bbe,eletronicos,57,2060,2,3250,70,10,25
158102fe543dbaeb84d87811bfe06d0d,moveis_decoracao,56,646,1,300,16,30,20
62ad9a8972411e333e16347051a98e2a,eletronicos,43,889,2,113,16,10,12
4e5dc46fe4e31dd605f374ee43f0268e,pet_shop,46,2381,3,400,30,20,20
9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59,153,2,300,16,5,20
72f50924c42f32d9a236b7602686a49f,cama_mesa_banho,52,289,1,3450,36,10,35
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
93e6c730cc84ef7cfdd20cdfb2269144,moveis_decoracao,50,1938,1,1600,53,8,11
ff92ca9bb0b3f4ec00a9b76c9f68cb3a,portateis_casa_forno_e_cafe,36,3437,6,1925,61,43,46
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49,1226,1,750,35,15,35
7bdb28a55646012fb3348058d629d9bc,instrumentos_musicais,55,541,3,2750,103,12,17
782447ddd6d2ba5b64cb23ef7a8db626,eletrodomesticos_2,44,57,1,3585,33,6,19
10953168e42bc4a9f7bb6468974cb5f8,livros_interesse_geral,56,962,1,625,14,13,14
55782cb82e0efe052da0a3da237da3b2,automotivo,60,1159,3,2450,30,30,30
ab29983671266e9f7c999f8c6ce26541,informatica_acessorios,59,1226,1,800,33,12,11
76c73618750ec1718b6f51a96c498f93,beleza_saude,57,844,3,575,25,13,16
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152,26,24,21
a695ab8413ea83619cde9b18292d6aa1,moveis_decoracao,38,503,4,1700,23,7,23
96d1c06692244e2fed6e1f9aa9552770,cama_mesa_banho,48,252,1,625,70,15,50
381db5acd0b7163fc12b8efc2fda6e9e,construcao_ferramentas_construcao,54,561,6,350,33,11,11
97017430754804328eb9597b7f85da03,telefonia,60,818,5,300,17,4,12
3dabf82e264128dda5088dc804e09cc8,cool_stuff,52,692,4,450,30,9,30
7b5d8be0e04080e4c8ee6a7ec2f1f597,moveis_decoracao,50,830,1,650,20,35,20
716586b5781e43926d404ad0f11669e8,utilidades_domesticas,50,443,1,1625,41,26,26
8b78fb97dfb22b6e0e32d34284716d91,automotivo,59,500,1,700,20,20,20
9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150,20,10,15
5a910588e5561f1b7cbe03bc10cbc967,telefonia,59,734,3,250,17,4,12
852dd510258cc0df3ed7b8d8417cebb2,bebes,46,1051,1,700,36,15,25
b7b00b45c6be180aba844784c6769d12,perfumaria,48,344,1,750,20,15,15
f23c48d81cd6a0c87f5c3b14aac68371,beleza_saude,53,963,1,900,30,30,16
68361925fcb61b3627e79dd95137ae7f,informatica_acessorios,28,1064,1,253,14,12,12
fb4d1630e90ffc0922d25bffe2cd489e,informatica_acessorios,32,1064,1,263,20,16,13
4e64dbe0b03dc0aba80f28b0b922c6b6,telefonia,43,1468,1,133,18,5,13
abf460fbe81f4b2741cd059df2925fff,instrumentos_musicais,44,219,1,183,29,6,11
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55,167,2,250,16,2,11
9388e84da6051e85eb86fc653c3aa64f,cama_mesa_banho,54,701,2,1100,50,12,12
fb060ad9a8625b626189641799bccf89,esporte_lazer,63,569,3,275,24,8,12
5c2fc243b33c2c7c211fd9e09beb7cab,esporte_lazer,38,549,1,1017,42,21,27
fe75529a267b76ac6e96f0c322a899a4,beleza_saude,33,374,1,304,20,15,15
f60e19fc3b0ee38735e6a6fefe937bdf,sinalizacao_e_seguranca,58,144,2,150,20,2,28
310ae3c140ff94b03219ad0adc3c778f,beleza_saude,59,493,1,2000,30,12,16
80d3aeff2ab6c9d795010c029dbd5ddd,moveis_sala,31,342,1,4350,58,15,53
4c99d6df98c5f4960cae6fd9f8603bd3,ferramentas_jardim,53,75,1,700,35,20,40
77e8ff91e2cccad62b30a0a83bec431e,relogios_presentes,53,496,1,330,16,11,12
517dd1c1cda3892f83d386dcf9a4e9b7,moveis_decoracao,63,701,5,1750,35,10,35
35537536ed2b4c561b4018bf3abf54e0,esporte_lazer,59,1459,9,2100,36,9,14
a70f58bd49225ad1d9f199d3766385a8,informatica_acessorios,54,2304,3,500,16,16,16
f422d0d9f8b5f7c27289382b14b61248,brinquedos,63,361,3,1800,38,12,35
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
07c055536ebf10dfbb6c6db6dbfc36e5,moveis_decoracao,59,473,1,600,30,3,20
5ed9eaf534f6936b51d0b6c5e4d5c2e9,cool_stuff,51,693,3,600,20,20,21
d178793446cf02a02ef715cd5ab14ddb,informatica_acessorios,59,1994,4,950,25,11,15
5c2bb11cf2149bd4d9fffcc1246458c3,papelaria,37,531,1,2283,27,35,35
088c192c21da02dcb908f931d0fe324a,fashion_bolsas_e_acessorios,63,464,4,150,16,5,20
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
