order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
09bb35a3939c3181b4a5619cb3918976,b84438b09aa33a6e08673fe173f9796f,delivered,2017-11-26 03:42:06,2017-11-26 03:51:10,2017-11-29 19:56:49,2017-12-11 23:13:13,2017-12-28 00:00:00
0adf4c5c9a1399ceefdb7ba880df1ca7,eab22d3171e51fc2a3b380f5da7c7310,delivered,2017-02-22 13:22:13,2017-02-22 13:30:16,2017-02-22 14:25:33,2017-03-28 16:23:53,2017-04-06 00:00:00
06875ab72c5b9bb2eb303a70031bfeb0,686ca7499141a82f95123c370af061b0,delivered,2018-01-11 20:04:57,2018-01-11 20:15:47,2018-01-12 23:10:32,2018-01-15 21:06:54,2018-01-30 00:00:00
0acdae809654a2de1235d18a12cf73f3,3180b241917d07e27bd46aac80ded579,delivered,2018-06-14 11:29:22,2018-06-14 12:19:40,2018-06-15 14:22:00,2018-06-19 21:46:19,2018-07-05 00:00:00
044d94a4ac73b24fe28ff5293ac35bd8,482d1baa7d2f9c4d4b54ae09215d39c8,delivered,2017-06-19 14:56:36,2017-06-20 14:50:17,2017-06-21 08:11:54,2017-06-26 08:23:37,2017-07-19 00:00:00
00946f674d880be1f188abc10ad7cf46,9583b047c90d4aa1c5c68b4065ba7f4e,delivered,2017-12-09 19:11:22,2017-12-09 19:30:37,2017-12-11 18:47:04,2017-12-17 10:19:09,2018-01-05 00:00:00
0417dce62cd5791d3d0005ca971b2ba7,b0962d2b8c090ec26077939595a5b00a,delivered,2018-03-19 05:02:28,2018-03-20 03:28:33,2018-03-22 19:29:44,2018-04-06 00:29:32,2018-04-12 00:00:00
08bdbdeaf1626720051193300f93806e,7a3bd3b37285f0ab25983420cbd01f4e,delivered,2017-03-09 16:43:40,2017-03-09 16:43:40,2017-03-10 13:06:01,2017-03-17 07:07:44,2017-04-03 00:00:00
0cce1e1470bc8d35d6a2bebb6991bc1b,6561ef6306e6369b42177e51ddcc35ef,delivered,2018-08-03 13:37:28,2018-08-03 13:50:20,2018-08-07 13:37:00,2018-08-16 21:03:23,2018-08-31 00:00:00
08d55c0e173bdfa5770a50a253b1810f,ae5c099e4280d1e1623790fc42494309,delivered,2017-06-27 10:44:47,2017-06-27 11:04:37,2017-06-30 06:07:30,2017-07-06 14:53:23,2017-07-19 00:00:00
062d3e3b803bd3e569cf8c165602f8f4,84d818ae645c84264965bc603b1d173f,delivered,2018-06-25 17:26:38,2018-06-25 17:57:45,2018-06-26 11:28:00,2018-07-05 17:28:53,2018-07-26 00:00:00
07a0bc58f3b841724c5b8c649da441d5,b70e717fe0599c3bf2f69725b26fdf8e,delivered,2018-01-17 16:44:42,2018-01-17 16:52:19,2018-01-25 15:39:01,2018-02-06 19:16:30,2018-02-19 00:00:00
0cb25b24a27e27dd18273360995e99f4,b03b8bf457533ef245fd5fa2681732d0,delivered,2018-07-23 14:37:05,2018-07-23 16:00:30,2018-07-24 13:28:00,2018-07-25 23:36:35,2018-08-02 00:00:00
0a0e7f9881dffec612b28e2682242574,2df6fa407bea6af2e165b3dc8355d382,delivered,2018-02-22 09:09:51,2018-02-23 02:15:48,2018-02-27 13:13:46,2018-03-18 18:46:48,2018-03-22 00:00:00
00a0116ff15ff973ea16bee881208ae7,89a187407adfc8a32a4d6233a6a237d8,delivered,2018-02-18 16:22:23,2018-02-18 17:27:05,2018-02-19 18:22:53,2018-03-03 00:38:50,2018-03-15 00:00:00
0a0ae1b561eab534493c5588efc5169c,090ad6d0d50a83c661a31538f2642cdf,delivered,2017-09-15 12:57:46,2017-09-19 03:44:19,2017-09-21 13:49:53,2017-10-04 17:49:06,2017-10-05 00:00:00
02c371100bf54facae80322579c7fefb,ad6f2686bc9a43070103abf4021c6e35,delivered,2017-11-07 02:55:51,2017-11-07 06:31:37,2017-11-10 19:48:03,2017-11-16 21:07:58,2017-11-21 00:00:00
0c40dfe4127461031cfea37fb4c63856,812db10465ec8fed84262db66f615f87,delivered,2018-05-14 09:01:31,2018-05-14 09:14:07,2018-05-14 14:58:00,2018-05-21 18:32:37,2018-06-04 00:00:00
0c91c4102d1858f4ced29970f55e54a0,ae8ed9c83d32613ae9f7e6c72443cdbb,delivered,2017-03-01 10:46:15,2017-03-01 11:01:46,2017-03-03 13:51:39,2017-03-07 07:57:54,2017-03-28 00:00:00
0300095becf10f9b2993706759522741,05428560b11124d146bc86a2c4d5bf35,delivered,2018-07-01 20:21:03,2018-07-01 20:35:15,2018-07-04 14:22:00,2018-07-10 20:33:05,2018-07-18 00:00:00
0aea558128f1a96bd223babc4dc79bd3,daf457df7093e56187eda2050592817b,delivered,2018-01-31 20:50:59,2018-01-31 21:09:48,2018-02-02 01:43:59,2018-02-07 20:17:26,2018-03-01 00:00:00
006dd93155bc2abd844cc5eed3a0fe7f,1b9506de3da8fd318853195b13fb2dda,delivered,2017-12-02 01:20:28,2017-12-02 01:29:28,2017-12-06 00:22:42,2017-12-07 20:43:52,2018-01-03 00:00:00
05d27719c66597da0628a53f6009ed67,243243e2638f6c85b2b5c38f5bf05b53,delivered,2017-11-01 19:01:18,2017-11-01 19:31:11,2017-11-07 15:22:33,2017-11-14 21:28:34,2017-11-24 00:00:00
06f3401b97e4d89032cbd5ac7670247c,31d79ded8b09c0a871f049c73f2d331f,delivered,2018-04-26 23:10:33,2018-04-27 23:13:05,2018-04-30 15:34:00,2018-05-09 18:17:56,2018-05-25 00:00:00
06661c686ea79767c8ab8b8ffa3e62fd,7f4b6c52e1e85f2e166d5f01ea86dec1,delivered,2017-11-06 22:25:04,2017-11-07 05:31:18,2017-11-08 16:21:20,2017-11-14 22:48:38,2017-11-24 00:00:00
0a7af36dc9b46e0920a68a9e2ee2198e,0fb85ae4e233e275790cba098c95c855,delivered,2018-01-11 20:21:08,2018-01-13 04:54:57,2018-01-15 17:03:48,2018-02-05 19:48:57,2018-02-16 00:00:00
0b339dee90210409b715a9f2b6af29a7,fb7df68b487c7340f5a4e9c5d4ae3e73,delivered,2017-11-29 13:49:23,2017-12-01 13:58:25,2017-12-06 00:41:50,2017-12-11 20:12:32,2017-12-28 00:00:00
08d70627d548cd883ac394cc5da92d87,05de5898b9da9365b1823e7fd23700c1,delivered,2018-02-14 17:35:53,2018-02-14 17:50:25,2018-02-15 20:34:07,2018-02-23 01:09:17,2018-03-14 00:00:00
096b267153128e0d7f9e593bba803956,df9432f68e31773dc4b20fb916f2f647,delivered,2017-06-23 08:45:21,2017-06-24 02:31:29,2017-06-28 13:17:42,2017-06-29 13:11:40,2017-07-06 00:00:00
0435b65bfd0a1cd1c48a82f5b405ea78,625784c6aad212dc7d249ea10e276617,delivered,2017-07-18 13:32:25,2017-07-18 13:45:17,2017-07-26 17:59:36,2017-08-01 20:34:47,2017-08-15 00:00:00
06d6b5a626ba890f56dae296e1384f75,565ab5b150fec651f51db8783d2e645a,delivered,2018-02-05 19:28:53,2018-02-05 19:50:10,2018-02-06 19:54:43,2018-02-23 21:09:28,2018-03-13 00:00:00
0350e1e5b7265e23e84b1e467e0b6b82,13a546131c3ba5360cefc5abbb428a01,delivered,2018-02-19 10:29:23,2018-02-19 10:46:58,2018-02-21 20:08:30,2018-02-23 23:52:25,2018-03-05 00:00:00
07f2e5679e13d0e45de9da85bb833558,c99704d45e509477b708b7ed594fb324,delivered,2018-07-11 13:48:12,2018-07-11 14:06:16,2018-07-11 18:13:00,2018-07-12 21:31:48,2018-07-19 00:00:00
04b7738ad5fbb213eeb7a2145bea8242,46c8678b6afe29d90d3142f31ff01791,delivered,2018-05-16 10:58:56,2018-05-17 02:15:23,2018-05-17 11:42:00,2018-05-18 20:22:23,2018-06-08 00:00:00
0b24d5a62da084e9c66959aff6328dbc,2b261c26529c69b68839968c14d22369,delivered,2017-12-03 14:18:57,2017-12-03 14:28:25,2017-12-04 23:29:06,2017-12-14 18:32:27,2018-01-02 00:00:00
09045ce363fa81cd9f206c86b989e2ba,75fa6cfb28484afc68c0ab2177d339cc,delivered,2017-11-23 16:23:50,2017-11-23 16:32:33,2017-11-24 18:31:54,2017-12-19 20:27:08,2017-12-27 00:00:00
0807ef98d4c6786b58238e6dfb2d2a9c,7b1189510beea7145ec61234465745ff,delivered,2018-01-24 15:55:19,2018-01-25 02:58:16,2018-02-02 23:48:54,2018-02-16 14:03:36,2018-03-08 00:00:00
0ba2b0331265d38d1c6670ed6c749732,f15f5e1d8a0248d9b6552b4d39122bdd,delivered,2017-08-17 21:49:35,2017-08-17 22:45:18,2017-08-21 17:47:48,2017-08-25 14:46:06,2017-09-11 00:00:00
0350fc2d00f48ad8a74efdf4d2fd4bdc,c7f658d05c387b0664410be68026ef0d,delivered,2017-12-14 01:30:04,2017-12-14 01:38:20,2017-12-19 18:48:38,2018-01-19 21:47:50,2018-01-12 00:00:00
0966b61e30c4a07edbd7523f59b3f3e4,2fcc597b8934d99715dbfff7909dd27f,canceled,2018-05-22 18:50:55,2018-05-22 19:17:15,,,2018-07-03 00:00:00
07ad2a87dfce684f0b6a23886db925c9,fe196aba95e52d084e7bb60dbd8a23f1,delivered,2017-04-27 08:26:54,2017-04-28 11:41:28,2017-04-28 10:05:52,2017-05-15 10:09:22,2017-05-29 00:00:00
064e219a982901ccffc2d33432b77a2c,17e1a5591eec6af6ab825d5687790ee7,delivered,2018-04-10 19:24:04,2018-04-10 19:35:13,2018-04-11 20:24:37,2018-04-20 19:38:51,2018-05-03 00:00:00
0957ed870116e596b800540427c61497,0f0603d577f299ca129f39109268c546,delivered,2017-01-29 22:14:49,2017-01-29 22:33:34,2017-01-30 08:27:47,2017-02-08 17:14:55,2017-03-20 00:00:00
0c0200c8b683dcbc6138639044bb781d,e6369fd23db5134714b0ce70202cf74a,delivered,2017-11-16 12:16:30,2017-11-17 03:46:16,2017-11-21 14:03:04,2017-11-22 14:33:10,2017-11-29 00:00:00
05c1808ab7242e387b4947245e0c0649,069c942e82eba9152f2797da49e1e764,delivered,2017-03-08 16:49:01,2017-03-08 16:49:01,2017-03-09 05:44:59,2017-03-20 12:23:48,2017-03-30 00:00:00
04dd5aa087f6b04e0e145fb4c4fef047,2800b82a7d904585f1f78639be21f877,delivered,2017-11-27 17:19:45,2017-11-29 18:12:30,2017-12-04 19:52:37,2017-12-11 21:09:31,2017-12-18 00:00:00
07c33a9470d0df2a30cc8a8ebd0288d1,b4a2eabc4ac6b82d0f3aa2961fc9220b,delivered,2018-05-16 18:29:24,2018-05-18 05:16:30,2018-05-21 15:02:00,2018-05-23 14:58:36,2018-05-25 00:00:00
074d6aba62abd52ad27529d3fb746260,204bbfa4c9b59b50791939141259e2ed,delivered,2017-06-08 18:26:09,2017-06-08 19:03:26,2017-06-09 14:16:08,2017-06-21 16:53:46,2017-07-03 00:00:00
08b57d9de8bb87cfd045a7bc735ba831,b63fa2c5e73bc1c4f1340748442f0722,delivered,2017-05-23 19:52:27,2017-05-23 20:05:09,2017-05-24 17:22:13,2017-05-26 07:33:19,2017-06-05 00:00:00
0524a4740833e4c479484d6fd2735725,09d9f64ba169a1b0e2c8d9690ef483c2,delivered,2018-07-30 18:34:42,2018-07-30 19:24:23,2018-07-31 09:57:00,2018-08-03 11:51:39,2018-08-09 00:00:00
03f2794ace8d10c0af8614f6fac2be3e,748632357c64f888b1f6932d1eee4fd7,delivered,2017-05-15 20:46:00,2017-05-15 21:02:36,2017-05-16 07:40:25,2017-05-24 15:12:12,2017-06-08 00:00:00
06450a9849cb4a8c2f3bbeba9995b64f,6668dac2eb65c90a4b5662e8d5a38514,delivered,2018-01-19 20:26:21,2018-01-19 20:36:32,2018-01-23 22:08:06,2018-01-26 15:08:01,2018-03-01 00:00:00
03a54d3b0f15ac01bad656997420d3bb,574478d054c2bae93a3c66c8a32f4fd5,delivered,2018-05-28 19:15:19,2018-05-30 02:32:21,2018-05-30 13:50:00,2018-06-06 19:14:48,2018-06-26 00:00:00
0301ec492e902f2630234df285fa2a1b,25d1a8eaa40b155630ad44faa4b38e40,delivered,2017-08-30 16:03:26,2017-08-30 16:15:17,2017-08-31 19:29:58,2017-09-26 08:04:53,2017-10-03 00:00:00
029e3b4c8e64bea4ba22e456cd1930a3,95ec188041551055bfa8abedc15c9218,delivered,2017-08-10 21:05:20,2017-08-10 21:24:08,2017-08-11 20:51:14,2017-08-24 19:05:08,2017-09-05 00:00:00
0755fe651d86dd2feb3c6fff952d81e8,0f3e9d86fecf526bfb491387aece8e02,delivered,2018-07-19 18:01:16,2018-07-20 15:25:20,2018-07-23 08:56:00,2018-08-01 19:47:25,2018-08-10 00:00:00
0cd631e2d8ce9cf21c9ebe5b44f3a8c2,c6988d3eb60c30b1d49bb022715b9418,delivered,2017-12-09 22:00:13,2017-12-09 22:11:32,2017-12-12 08:54:55,2017-12-13 21:55:04,2017-12-28 00:00:00
0c0c2969d3adf4fffa3753dcc37f135d,6dc864b913bbfbe227bd1da4d8080a2a,delivered,2018-08-15 20:02:06,2018-08-15 20:15:17,2018-08-16 15:07:00,2018-08-21 20:38:44,2018-08-29 00:00:00
02671152ed141efc95384bdd230bc544,08ebd000e60012404de32cacee764799,delivered,2017-11-26 21:33:25,2017-11-26 21:53:43,2017-11-28 14:23:11,2017-12-12 19:33:36,2017-12-20 00:00:00
0a18d00cb652fc5698d4e3c3e01e7da0,e2bbf69f932758880f88508bea6207a4,delivered,2017-09-12 02:24:31,2017-09-12 02:35:11,2017-09-12 17:41:42,2017-09-14 11:53:12,2017-09-22 00:00:00
0cee2d1291e4f4af44e64ffa455e15de,ef2e2db30b8ddcc38f5106667b554b51,delivered,2018-01-01 21:38:26,2018-01-03 04:17:33,2018-01-10 19:42:18,2018-01-11 15:10:54,2018-01-18 00:00:00
0c33ff1cd479e404710b74a6077f6248,4b68278d4590a304f97e2943948c8d83,delivered,2017-11-26 13:10:46,2017-11-26 13:30:51,2017-11-28 22:08:53,2017-12-01 20:32:17,2017-12-11 00:00:00
0b192907ec8563bda5210247497aa9af,1239e518e80247840cd399727eb244a5,delivered,2017-10-24 02:04:42,2017-10-24 02:25:37,2017-10-25 18:23:33,2017-11-03 22:42:20,2017-11-10 00:00:00
084051935208c688c8cd5fae3d15810d,e7f806cb2cffddb308ed9bfd6bf5c5fd,delivered,2017-02-24 15:46:49,2017-02-24 16:02:42,2017-03-10 09:30:53,2017-03-28 16:52:33,2017-03-27 00:00:00
0420dbc50fc554e303e4b2d6b39063f6,ba5a299fef88320dbdadd124f5333bc6,delivered,2017-11-17 19:49:17,2017-11-17 21:26:28,2017-11-20 16:28:38,2017-11-23 22:44:46,2017-12-11 00:00:00
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,delivered,2017-09-21 22:00:44,2017-09-21 22:46:14,2017-10-04 14:45:15,2017-10-12 12:29:59,2017-10-20 00:00:00
02acaa2a6f24e9c4e0bec7141b65f29b,198f8a1c41eaeb274fc8b25993320f18,delivered,2017-09-07 04:14:08,2017-09-07 04:25:12,2017-09-08 15:15:01,2017-09-13 18:17:54,2017-09-28 00:00:00
03720fdc92032ee4abd471d172006ab0,116458665bac0ff47d5e87f65e8ec681,delivered,2018-08-05 21:34:54,2018-08-05 21:45:17,2018-08-15 17:42:00,2018-08-21 00:11:52,2018-08-17 00:00:00
051fcda88d997d3ff86012da2a556342,e13a5ed086aacc9b2b7466c78645b468,delivered,2018-08-24 14:59:37,2018-08-25 14:55:23,2018-08-27 17:58:00,2018-08-29 17:38:25,2018-08-29 00:00:00
02645c905eb7d1591a679f9bc3b669fd,7d81b5f1ff0e0a22a9496943f1df6cbd,delivered,2018-01-26 16:09:11,2018-01-27 02:41:29,2018-01-29 17:19:03,2018-01-30 14:48:45,2018-02-09 00:00:00
027b013d2186e25c2b82beb3679d0833,752b19f57cd013e2bf4e3c62da5a29e5,shipped,2018-04-11 15:49:16,2018-04-11 16:10:51,2018-04-13 20:05:02,,2018-05-02 00:00:00
05fdfff95f5ea9ee431961288fce4e0c,05f9f7e304de1bd029ce39f107848608,delivered,2017-11-07 10:44:53,2017-11-07 10:55:49,2017-11-09 23:16:32,2017-11-16 16:57:32,2017-11-27 00:00:00
06d8cb692ed19b092adaaf5337d01a39,485d59ed46bda4a60ac9ab15c32ec63c,delivered,2018-08-03 10:50:18,2018-08-03 11:04:11,2018-08-07 15:22:00,2018-08-10 17:24:34,2018-08-16 00:00:00
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,2017-11-24 19:19:18,2017-11-24 22:38:47,2017-11-27 12:42:15,2017-12-22 18:37:40,2017-12-14 00:00:00
02ea547b6d2ee25305588fd50df58b46,ff4545a3148f5a22667f301e00cb5ad7,shipped,2017-03-23 22:03:43,2017-03-23 22:10:24,2017-03-28 11:43:01,,2017-04-18 00:00:00
008fab5602c441d51f30b1464f5d4643,337e39b83fac394e62eb7876f45ee981,delivered,2017-02-22 10:37:41,2017-02-22 10:50:13,2017-02-22 14:03:10,2017-03-03 12:43:46,2017-03-23 00:00:00
059c0bd12954b4e72327c0ff67d9f2e8,c1f4176c8405099a08d876c2794e1958,delivered,2018-05-01 21:53:28,2018-05-01 22:16:29,2018-05-03 16:31:00,2018-05-10 18:18:32,2018-05-23 00:00:00
06d68cf3fe78e8d27c1047fe0346abc4,3e089f738aef695bac3734a9bce1ed20,delivered,2017-07-19 14:48:00,2017-07-20 02:23:59,2017-07-21 21:51:38,2017-07-25 00:49:46,2017-08-04 00:00:00
09f58c00f941827ab206de7796785e44,7c94da97db6fe83e123f80baab533a97,delivered,2017-01-05 16:05:07,2017-01-07 03:35:34,2017-01-11 15:47:40,2017-01-16 15:43:31,2017-02-13 00:00:00
097b96a18f0058373d0f5e3041a27f0a,439fd4a92dca4ea45485bd99e028004b,delivered,2017-08-17 08:36:15,2017-08-19 02:30:16,2017-08-21 15:33:03,2017-09-08 16:19:00,2017-09-28 00:00:00
0b7260709eb6a2884329b5ec9ef2b2a6,90dd38dda93bdc6dcbda8bfe0bb597ee,delivered,2018-05-01 18:42:40,2018-05-01 18:55:10,2018-05-02 12:30:00,2018-05-03 18:06:49,2018-05-10 00:00:00
0c00bf3feaaced2a198154419c788fc5,a4f809d1f8681ff7b4c03a3294528963,delivered,2017-03-20 17:15:11,2017-03-20 17:15:11,2017-03-31 19:34:45,2017-04-04 15:49:42,2017-04-18 00:00:00
06aea78197dd41a649372acb8dbc33fb,71982df42edbf42a7d4bcd238f007214,delivered,2017-10-03 10:00:51,2017-10-03 10:14:14,2017-10-06 13:59:44,2017-10-13 21:49:46,2017-10-27 00:00:00
