customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
b8f6bcb3f73c07a92dc1a5c28184e073,6bb3b4d34fb8f3c620d799442a568788,02443,sao paulo,SP
f95370ea34c6c1e0dc4cc99480858a54,5273449e12a174a67f5423126de96435,29160,serra,ES
6b116549ed56c86707f9c9eeaa654941,3d63d3e85947d64c59f9d3b6f43b4027,62106,taperuaba,CE
066a9e746ce5eead40d2afa9bccd3d7d,227dee340139e8c2f57bf05bcb1246f8,04171,sao paulo,SP
a3cc815958a0313f44694efc042434ea,a1dcf2440c6b9aec47d70595ed124ad0,91550,porto alegre,RS
abc24ca911fc4fa27425c23c1f60603c,1b51dc88a783a437b7ab446fb12b4d23,99200,guapore,RS
1c6168ef4f5ddbdedf48f60a4e21128e,0788a5e2db8d16e610407f3ee826b813,25025,duque de caxias,RJ
a2c403073285474c9bb42414f75badde,caa954e15d7c966d515d79caeccb7076,88056,florianopolis,SC
99c0630472d3966ff63c3eda902c1740,ec645f55cb99f62fb8a30e9d467b3e97,12030,taubate,SP
a95af80256ebdb05713863cb03060667,6832ad9ac97f82c7c5d614fb8e632e7b,21740,rio de janeiro,RJ
964b34423c822e9bd9831635ccc83db2,e49eafd7e69d43b8d86f6b5590fafd02,99980,david canabarro,RS
672ed40727c0f5acb2a1439d107a5a82,96e136c1e84c06e4f46fbabcbc3f918d,07135,guarulhos,SP
3aaee00fc9ce5f6dbbd2f378254f7f65,790352c18a7b36b50eb483aa9eba0a43,12321,jacarei,SP
dee7ac1315330a02d049ad3b108c7ad4,16d778764561c820ab02b6ea12796b14,38410,uberlandia,MG
7927dfaf0bee1bf23b4e9203355497c0,fbb97973142894c3265d06e676820c5a,96810,santa cruz do sul,RS
c0971253b7225c85c559bfa40dae5303,bbfdfbd3af995f06a0da9d30e99fae15,05005,sao paulo,SP
e4f9d16f59a10c5f8e30d4cd19a8f1a9,7100473ac090214faac1fd8f9af9f68f,06420,barueri,SP
4ceeb37a91f8756cf608d4ac6cc557a3,0b261bf4d7968521faf1b2178930087b,95170,farroupilha,RS
3782b0146ca11125a619eb487dd7b2e9,7b9fdbf39311ea24e456accef9d98b6d,28470,santo antonio de padua,RJ
4b635ddad21743917c499f9b05204909,c3166e62cdfb039707b78bcfc4828c86,36780,astolfo dutra,MG
63cff72cfb37670b3c826dedcaf32a6d,e2c40c8b0afea459059e4f2b8d22b6f0,85350,nova laranjeiras,PR
adcaeeb04652f5b33cd90d497c6cadd8,9b61c2fdf2c0a670763b67aad64dab3d,05402,sao paulo,SP
03bbe0ce5c28e05f22917607db798818,8f3dca4306d5a89e4ae2c65c110603a2,72465,brasilia,DF
eb71557f1184513989581773d1afc0d5,9caf7fce45f197ace0ef67476d5f0b94,04761,sao paulo,SP
71cd7e5e11ae80ed42c6c57ff51a347d,26f8790baee110479bb7cb362e16134a,95795,sao vendelino,RS
ef8a56cba316f40c236be1799e706e78,6e0c910d67dc3a55add6f66632b33fb6,64076,teresina,PI
627dfd4a1b84a6a7e2a5e989ba72101d,4c3e319751f31fb9c21a247247fe85e0,70680,brasilia,DF
3d64967ab5012122e071d526a18038d1,0c60bacc1a7a82067397bff2c02aee50,36016,juiz de fora,MG
f5c0508d514341f2b2f4d2820f9aae88,29c059c81f62aa098e896ddd7fbc5c32,45400,valenca,BA
4da495ce705cd190ddf3a36268b61142,42bd11eab7631f93159c55cb7289c8c2,03461,sao paulo,SP
d2b324ed82defef43c4a555620013809,a61f05883cecf76583e22f4283e3c015,14900,itapolis,SP
ff4545a3148f5a22667f301e00cb5ad7,70a2aece5345a514bf960b01975aaa60,91330,porto alegre,RS
32f56b65a879ae7a310257eb5bf070aa,03466aa4289c03856add8a3537f914cd,04434,sao paulo,SP
c5c273dc7587ce40423e6c791c339e79,01726e5d6a88d1a8dffd9578872ce54e,85685,nova prata do iguacu,PR
7b1189510beea7145ec61234465745ff,9cf09239ed6ade14a7a589a75c3e0706,89650,treze tilias,SC
bec34e289955dde2437d70e6d8be480d,4329781165a441a91f38a4c583cf5131,11673,caraguatatuba,SP
b03b8bf457533ef245fd5fa2681732d0,90149dae3857b44597744541030794a3,05782,sao paulo,SP
5833a1a8d62b965ca0f8205a8bcb32fa,16df396804bc71ff9a59764e3c0f490c,51335,recife,PE
366c88e3ee5ed365c8529a9639c8b91c,8797820f6554668a5b835ff74cd077df,96400,bage,RS
6ec610172716519f13781b3068dde24b,07fe3cee40551d2377a917fb4f377714,05590,sao paulo,SP
5672aedd63b647c1efe483389f89ac2c,de063bea4f3c9809b4780af305873f02,37552,pouso alegre,MG
db524d69694d9b945d58f4dad03d914e,a046d29175845b313e52f2dff96cc050,05366,sao paulo,SP
964d7ea329d9be7d6001f7ba6e4c3304,6fe1eeba50adb26785158eef67c6ce38,81070,curitiba,PR
20b482fe0f494bf34e0aeda7e9c33fce,4bb151996e2d125f227785d3e4c3ebc6,22440,rio de janeiro,RJ
c5405d705481710dc8ff8760b7a9da0d,7c534bad6850d94161a9cf12e8171339,16570,guaranta,SP
0b98703974a1b3855df622c21cd17c82,f1731fa7ae810577598d2d31a1888b4f,29103,vila velha,ES
1f4e48d20f0deaacefd7fc19a4382c65,520461ee715946f0513f41524ee3213f,03573,sao paulo,SP
91fd140e38421fcc6f81f31e07d21275,f2d2d51b7f7b0c2eae23c90e8c3d1c1f,04652,sao paulo,SP
962be2aadd1d19b72b4c27cfe5e4ea37,bfb5363db41e6d47d3f16a1ba3e880ab,13170,sumare,SP
456c1e01c8ed3b83aa8fc564119bc81a,4ac6ec83ece04605a854d931c8e8d8c7,59030,natal,RN
8d4ed4f811a7873a31183d7d7db8f470,9dc80712fe7b594cb2022882737397c2,48590,coronel joao sa,BA
040998babd9231bd6c86f6e85707fa5e,0ff6bebd4c4327455d347885e2697876,11440,guaruja,SP
1dfdfd9d483bb80b1694e927fe6a8fa1,f0d5f6b6b48d4e1599420b22ff2de1dc,15190,nhandeara,SP
ad9b393f25ebd743df490421048e5c91,3159faae98c743546432be5a500179a1,05434,sao paulo,SP
52c48fab452fef70555eaa1042e9d757,2e5b5e44efa832c60072aeb33027cd65,06140,osasco,SP
0a788c899a1caa2d6a12019e8828fa88,b89e8adcd81b4e77d1d67eed240eb456,17455,fernao,SP
dae09add1fb0749dd2deb3555fb5ff52,cb2b7396e93f306c9076b63930b1a332,30140,belo horizonte,MG
8cf88d7ba142365ef2ca619ef06f9a0f,d29ede26cd3e2817b314005a88bd28a8,79092,campo grande,MS
f0bc77743882d666e091a12181b32386,62113ac26ffc26f24232f838fe2befbb,01539,sao paulo,SP
e9fa18734cb99d218c0bee8e5b02ab5c,56987d3e10c71d7d4e0fc479e65a35b6,04459,sao paulo,SP
a1b1a9ff13df8a206377a149ceb54924,16840fe27040d55fedbd956d8b575774,87075,maringa,PR
9bfb255b9b882baed6b515d644f93f45,e69a2237d79485b1bf4c1b4dca757b4c,02440,sao paulo,SP
f0e4a95200a47e2ae1aa8e8c1af0b24c,7c9b935f3b97a9c5ef678418932ae8e8,20080,rio de janeiro,RJ
5ddfa3a772a75f7369ce2fc4446be805,9bb17125558a326bc9db37d5ba89cbff,75801,jatai,GO
f1d4911942d2bc40d520ae47013a7643,804eb66464db178ab95f5f4ced1f4a9a,98400,frederico westphalen,RS
033f6866f9435a8fe0bca6b54666f543,47a891a1662c1f27cd66c574ad2f4c95,06693,itapevi,SP
56a65a21f846976ecbc7b7958ff32f74,8b87de30e17e4685d7e61af6029a8d1d,17013,bauru,SP
f56e6a45937a0dafd82c6713cff1e50e,a757d6fab4dc255079371d4673dcfac7,04323,sao paulo,SP
e3f62212035039c920a8409127b09a41,71f88676a49942af16839e9690b97f54,22060,rio de janeiro,RJ
5087defc2b2ec1e20defc362427ad2fe,20a37002322179007fa568552bfac6f2,85862,foz do iguacu,PR
ceb911ab7ed6f6d7b8276fc3257ad08c,6ae9f384742bd1c77def2ea71902d8e5,82100,curitiba,PR
b8df33fe835f1614dff9140bba7ec8fe,daf01deafc412b92fd052d5a9e9e6525,40170,salvador,BA
996ec92b257a060a8a66ed7d14befba6,ece8fc191a00edb90d32f45d67a3a178,75840,santa rita do araguaia,GO
d3e29a43c924fd6064e10fe50ebc8925,5ad76b2e1b9830ec678ccda420872dcf,77890,ananas,TO
66358fc9282c24ef2163204d1803774a,d06273369ff5483c3f75f49d621eccbe,48005,alagoinhas,BA
bc057e26a901167220c6e4a0b0c3ec5d,095822a49be101736ea0508b80fb827d,09725,sao bernardo do campo,SP
3b34eb193a790f18c1952eca8a964987,afc8f3a11a809a74e5eef0bda1de6b9c,78050,cuiaba,MT
ddf3c179813ab0f0034e592d4e19e331,d56c514f0a5c73224b61b2f731141d35,08210,sao paulo,SP
b944bb22321bd45c41e8c80019664269,c162adcfa9cdc729ccea19ed898d7e6b,31035,belo horizonte,MG
9bd2f246e81c19f65c539ce426288ef5,d46eb9ba6d6b75c1dac85b91911fc9c2,03560,sao paulo,SP
1722422d4c5041e9c2157a76461fc2a5,8e83592cfac940307a4f9b8ec245157d,04334,sao paulo,SP
3033498ec1047e6944f31409dfcdd579,447cbda062c49d5c639f8f2021bcb1d7,36085,juiz de fora,MG
d2f5dc6c6f4bf3e6c848267c6b63d6a0,ba8e4563ffa217bd76e723e5dc0266cf,59695,barauna,RN
4236ba0e8837211a7c2d22719c96bf86,b525978184c53a6051f72e2343ffce0e,11065,santos,SP
02bf19efae533d95c21b5e1ccc633a88,85c9cc82766d61484d4014b8f1d62dd9,04272,sao paulo,SP
0a6cd5472a5da8843c9eb2237f4ad942,ab97348f0ea9c126b5465189adce22b8,32110,contagem,MG
3f2b5d8dc2d1ea6f3fe026509549773f,6ab4b267447ec31299594fecdf24e050,08420,sao paulo,SP
fe196aba95e52d084e7bb60dbd8a23f1,93b4c8bdafa9877757c77b519415d274,89130,indaial,SC
0ae0de8878f54a5f877f99d19ce170da,06b041f2db357e073b00599455935f27,13710,tambau,SP
bea2a34b3a4d3ce446b7108e1e8b0bc0,4ea54ed88fe3f53b7a4a491530a977d9,95181,farroupilha,RS
0a11e66468367c652e30429655d26fc5,8f4b59315f664705fdf746a775cbab63,09750,sao bernardo do campo,SP
451ac6258b909f1026bacd12f5a58e47,d8aa989e502c162456da4c7da11d7bc9,06763,taboao da serra,SP
0c848f157605bb2142c5ebea60f348e2,2c1e7c176d0336a1466da99b3c75d678,18560,ipero,SP
b5e467a2fd8bbb9e93feecceae7f4261,15ee07403c7aa3b0e895def363cc4a55,19210,tarabai,SP
5840ca4dabfc4e4eac43cdc7123390c5,012755131a5b785b0ae3291c339a9051,01516,sao paulo,SP
814dfd64a142fe2564faef3932b676b9,d647bd6f2997e98e04f7d84da752b873,28655,monnerat,RJ
a4f16a013ae45f11edd3552e63ce589a,b0214eb6208ef4043d6adbf5980397bd,11040,santos,SP
104ac7ecfe1fa7f15b2a635338e104fc,e4bb330e4e0967e8cdd333d1e8b1df2f,06700,cotia,SP
9bc4a258f344f7de44ca841d25a497fd,f372db7693e8b9df2f201a59b1a15c20,70680,brasilia,DF
48fdce8f3b86a9177f826892cc29b8ec,2edbc56cb0ca4af60be547d9a7d48895,18682,lencois paulista,SP
e2b23b5346debd052a2750aca8834ea4,8ffc19affc6337074163ce2baf5ad841,07793,cajamar,SP
b20c15be5cec7221e6036105453dc80e,1995db38694cd879b3c5a79880a807ac,18202,itapetininga,SP
469451c2725ae0ccef5f959bdc62108c,75898dc1ca87f9f9eb28c60bc3132e07,27963,macae,RJ
62beebea8629d73ab3ca95c23ed239ae,aaf19344c14447167191cdd3d7530acb,33400,lagoa santa,MG
19da592ad920d9fb1803c6c44742b2bb,23f1d64e42e89afa1180249ea3578f9a,99930,estacao,RS
74f84652fb83fc62d4428d8800ac4d4c,b02bbbe3fb32d0425ca9c9dcd32dcbfd,85817,cascavel,PR
302c148841465785e80dde55628627ec,8fd70586e2f56a7c0e6fd7dba16079aa,08485,sao paulo,SP
aae14cc68c254aa377d8a2139e3c7c72,32d981bbadb92a8763089fdbbc16bfa8,24425,sao goncalo,RJ
293ef520846cc863d3bf09df2e5245a0,8092a8fcf8f2bf3d2026175efac28c7b,18900,santa cruz do rio pardo,SP
7f0005d66dbecb865851ad1e92861df0,5f804d66a712a98705de2b22bc5a3b5c,95520,osorio,RS
3e7394d8b265e9ff64b31f047cc71fd9,9ddf8df717339b071932437af0e0f7d5,74210,goiania,GO
b8e531fc27d1abbe69022fc27589b3a1,96e7f8f0dbefaa6e16563ac77d339bf0,21321,rio de janeiro,RJ
8f7ecb4570dccd8aeb216db7823da1de,ad0a5744b9ef9ec052eb092d894edab1,36220,antonio carlos,MG
c1f58b0f5ff7289cae44c813e981ee84,e55846d50289cb2abc2364ca27b98b9c,56250,trindade,PE
97dc92f1aae3a7db8b252d1b8466910e,d5faae3f913e775994e53068992969b5,70670,brasilia,DF
7bb3b0d45b4e1a13cd914e4a135e6bd9,286cb34c005540e593bea6045b73bc5a,04115,sao paulo,SP
b15ad935720cf5d5738638c5e7d852f3,e2c6ff9b2166ee2e1ae2d05467546fa1,06730,vargem grande paulista,SP
d11acaa2c66d92618088456a9ab09d11,1d4c192bada6d060c03cb0464f40c871,89136,rodeio,SC
1e1ee4caf4aaf60c6f5e95263a294267,7fdec9ff3ee1b114201473991d35fc8e,94010,gravatai,RS
b1d5a1a3bbde8eabda72534bdb13e41b,4cb8a4fe00ae2633976700cb4fbed9bc,28460,miracema,RJ
898107309c7e33b88d7141ebde723c17,8e23478d59ab253ef04d4d2056ebeb93,89240,sao francisco do sul,SC
47a9d5ffbfeea9fd0290d4c461d7a169,9523a33b8bbf4b4f0d9b0b202ef25721,31030,belo horizonte,MG
aac099fe0a49d5c6bf65ca146a5df864,62e1ae4534034e997766c534abf8f22d,74223,goiania,GO
64b522c8d8d1f7acce0f99ab0bc4309e,6d9340cff66614691b64758da5a28d53,24717,sao goncalo,RJ
0e24c21be3703d83ec0cccc0a4128d03,c9029d82198cdb73c48cb62dc4b37b67,02452,sao paulo,SP
034c3cb26461c58520139e4efb33ed90,b53c2691f8d9e0f58c1b548a4e68ec12,48030,alagoinhas,BA
2ec58f2c612ff2a103859e7615e10a52,6f44e0e9c2553c98d619d8c5394f984f,05415,sao paulo,SP
bdb599f32a95c53f1c17076217f3db9e,888d3b72871bb77b66838b4b59a7497e,18035,sorocaba,SP
04e93f286b7920c82dc1a31240255ee6,27d79cba68ba1f1873245f9d1c45b0e0,02728,sao paulo,SP
3e0c0674e2aa2cd249bc32ec8e472d00,60aa9fbdfb6f0898ec32c23ee2245b26,20561,rio de janeiro,RJ
493941e03992cc140b88be7a292808c9,beac646283545df90be6dbf8b17668b7,44024,feira de santana,BA
c8c62d4767ce11a1611db2fbd5af9a0e,8ea3ac9d23c41e3e9402a59465e534c5,09710,sao bernardo do campo,SP
0c443d05e8d9a031f5a2f4d8eeeb3fd1,05af4d441293afa8f7d8a960b3caf4b0,18207,itapetininga,SP
c5b84038071afcc85b592d40ca2f6d21,a61654cc37cd1130c3d8a32fb45633d1,28035,campos dos goytacazes,RJ
e240eff137fb7e448e220313021b903a,02f410767a69227b0e2bfa75efb1a3dc,28680,cachoeiras de macacu,RJ
0d3fd248b9091835bed29763f4eca9b8,468594b34a196118b704963bacd30529,88110,sao jose,SC
cddb7c930b86c98185caad9fa6cd65c0,3a69e1826b490a9a1253e94e511feb11,14783,barretos,SP
a338432949ddc9b9e6bee3d2695d655e,a15630ebd61b2a42d78cb93fbebeda88,03143,sao paulo,SP
e3626e5e4456891fae423283d82e040e,a5325bc7a79f0f2633f961528afb93de,04067,sao paulo,SP
73a710dbc1214a53b1c3b7222b9bfd83,a3f950daf5819f8a6848e70fdf61434a,08574,itaquaquecetuba,SP
43d5dc5dc7a295776fab0e796b80b2ee,f73e3c901fc73a2576be1f5c1b8e229e,39620,medina,MG
2d09dfc044031584fc09a6c003c06953,5bf1a29b8a12a67fc3e88a85023aeca4,90460,porto alegre,RS
5014401cb0faa8ae93727383cd39c424,40531f4f22cbbc7e1b43af10f140697b,14404,franca,SP
80d02feec2eb2a0d3534442afe4e0e2a,485bb7a7439d2e169b88b530385db387,22450,rio de janeiro,RJ
a2e817de816d28b4f09ab2ae8f2b02f3,a74604c8d59be4d5eebd1fdde0e5e57c,88133,palhoca,SC
bb7651b2df4512e6c29ff35a7b8cd754,e6fa7cc86905b2aa644fcce145e2dc80,02443,sao paulo,SP
1ff9a62ca666573312fece78919c5668,66a1f64b5e311487845a8884dfb803d4,71693,brasilia,DF
907578100e52cfb751d235d0930227f7,0fdec6c625ebd21f4304696b1dd3b37f,04739,sao paulo,SP
10408208bd283f97071e63a15e1277fe,c169c9937db997a267f749cdd64c161f,80210,curitiba,PR
e464bacc73c48134f460e289a5f0baf9,a1a9e43decb5941c1fc7f7c5fd507c5d,26600,paracambi,RJ
533d844e0a43ffa5f3b7d6dbe40ebbc5,a1076ad45e2928facb47a0fa1a5ae915,76850,guajara-mirim,RO
93374fd993a5d1fdd8ced26018a7625f,75401aaff51443612bab3796255b1d82,78032,cuiaba,MT
14c152bfbd60c86aa6bc4d4e68a9378e,51364d114acc5ab07134bd34edaa1722,99010,passo fundo,RS
d52a234746053c5d8415c61a8d1101f1,ae5b8a2e542058597f030d4a128cf81a,37132,alfenas,MG
fc96192474241f981f6bc9b37a572004,7d810ed5b79014ca136c273e694b10c2,06311,carapicuiba,SP
044d79868bec993e35df7044c8644943,83418c2218f970f9c17d5dca6f775f60,78200,caceres,MT
2b161f95dccf57831d2e8ce51af38d19,29f4f2e804f0490f213d3ec3c582f3ba,08616,suzano,SP
24438521febd6fffbfe369c24f3fae11,bd7491d137efc5fafb7a295bb2d238f7,55665,camocim de sao felix,PE
f239edc4401c9043a2c8f37fe164b273,8fbfbef81eb19dbfa1f6ba6bf5924e4b,09710,sao bernardo do campo,SP
f4608a440b868f3f57f378c4b8cd643f,2e3b427dc09d7b4f7430f92956b0f3e6,92310,canoas,RS
a75d7c5126b91788b209b80176b03151,f1a18e3c6ecfb958f83c496b81cff9b3,20020,rio de janeiro,RJ
0389344fcfa1b39110fe6943f8abcfad,c2676cdedacba0e3aed5312e06b9bdda,95180,farroupilha,RS
17effd274d2fba6bd4b91ac477f63991,da5d6f1b3e1b8fd034ca96eadb28eed3,33200,vespasiano,MG
22c15b46adce8afdd7d58e6582752263,1501fb94311512e6b98462d159e05a23,03673,sao paulo,SP
5f09e613464dc63f9a5fa6516bd6f0cc,c80a8439f5efec0925db8b868368425a,18270,tatui,SP
f9de22ef0f044b7f27d5023343857b77,06d1978fe33d7a00904c2145feb94fe9,85415,cafelandia,PR
e5dd0085eaef3be8578a19a6e88c7e10,ec798bcabbcd5ec2b0f5ceff3d224987,06454,barueri,SP
f100dca2fea4be39e1547226e3cb3c45,b8694b368382919977838800e306d55e,22410,rio de janeiro,RJ
731330fb63d7ccdebeb8f36bc312c031,2ee4a3605a94d0787e9de758ee28edb7,62900,russas,CE
70caf454851542826150acf3ff2e7295,c61063a13d7fd0073ac4f051f45137f5,06114,osasco,SP
2812c5e9e26768d8b8d3046bb8aa366e,64a973150258f99362669c52b293e3f6,16309,penapolis,SP
5adb0951ee1644e69835635d77f51e27,071e7fc86eca6e99dc71e6db8cc3bc64,62680,paracuru,CE
9747b6c6ac1b29b403e491b74feacea7,3260f4f60bac2dedc22a61b36c87b0f6,04782,sao paulo,SP
b5dbaddb7666f875d9a348cb0584823e,0f9f321be72b164e312f125825e9aa44,13295,itupeva,SP
32fb720c1193f952fcc705a6752d08e7,7970439cc1f4670b53b509d7e527ac15,11030,santos,SP
b1373bd6563737bf205587f4d78859cd,f5fefa59acbb79c5502aea78f8d4e07c,97418,toropi,RS
5445f5f238cfaafc96fd267d5db851d6,53d142fa7c0e9dd1195df9cd87d417aa,12327,jacarei,SP
e1a8132a93174597bc2dde1255a39b21,97af3062e329526c7999d7c463be57ba,92320,canoas,RS
b1ea2dbdd918e521d2337bb77fb335a7,8e0276972086a72d845ee0fe5123b9b3,39404,montes claros,MG
570c80022b8e52b1c9ff467a601f9358,a755962e94b9e839b75ea07b3bc8b46c,06730,vargem grande paulista,SP
e216f6d4144d83b469cdf8c4acb1ce28,0a458d6e8e0dea254baaa2da5b9bd70e,25973,teresopolis,RJ
91fa40257e77a974dc662e0012ae90c4,c4b58a6222c0dde3a93d032e15b1443d,26900,miguel pereira,RJ
4256db9a88d6440ca48c9d0c4f022195,0f8389298d279aa1783f5704e6dfc39b,13070,campinas,SP
c0c87e50917bad186dc13135c1820d25,dc09df53d23ae01d6b42b547913aa2ba,89899,ipora do oeste,SC
ef3ccd6d77b6f38823b6360f3f2216f9,89431b1ddf925a2453cc5e5ceca38327,22775,rio de janeiro,RJ
87f39f576c79ac275eb018b9e6bb907b,d9d03bb655f24ba225c88a8254be1e0a,13843,mogi-guacu,SP
aa606152f23a5fa9ba3d0b87f7a492e8,5387dd688b5728d24ab1f6cf69aea40f,66040,belem,PA
b6a1445ee505f3a95c827e7a5188ad02,100bf2da12cc1fd1b556507aa87bf3a1,79117,campo grande,MS
075167012e0a7a0c8e33443f75b1a473,3ea2e1a21b563edffdcb2cdfc26c9395,64806,floriano,PI
92ac4160874c75b187c8222aec92e1a6,01a6d398ee25ef8ce7ace2d3620ce248,09895,sao bernardo do campo,SP
76c6370ab8b030109448c39db2b9e08c,81d59547135bb962c771484f86d08c11,31720,belo horizonte,MG
76151005f31fee631493eb534d4fcf58,3fe3e628c6c7a15ae96416826a4c5952,08562,poa,SP
9a7a6d76d51978e29bbc282074409065,c83640a3ac22a4216656d11e5281ea9d,57063,maceio,AL
c11a237ba6088cf7db513e5e9bc0ccf5,6d2b579b7b3c4848bfbf213c6e0050a4,23061,rio de janeiro,RJ
e95fd5cca40cc862687dda4846f9ac00,c705e3b98b76bd8e56d09625ac94216a,76872,ariquemes,RO
7b46de2ef0b70225f5ead1ebcb2954ac,53d1cdbad1f545453eb373aa2d834609,27460,rio claro,RJ
7ecab6f3f9ab08d676b6b9984779c9e0,795de358ecda8dcd5c0203b2b753f918,66010,belem,PA
1fd4a332e216fd1e99eb42d6f6d49084,10a99cf69bda51b0311212059b8acb51,20270,rio de janeiro,RJ
84dac31647902f79570207a7f29c2675,bcbab0dedb521d9c5412dd8913b2c900,09015,santo andre,SP
bc3389e52abbda44032300e38db97c25,e6e46b9b0eec2f2400923f175eb00e3a,27277,volta redonda,RJ
3eef17cb7b0ffaf55b88ddfa3d793bfe,88785e3fc48d90acabb7429b07139fc2,92440,canoas,RS
ba1aec0720594f94a1e9d75b5f6d16e9,d1841b98fc41d2fa7025c22e247d588e,06865,itapecerica da serra,SP
d5423abe53211c09b861749714edf109,abbf98c4b6e413fe48405159b17f9a51,78005,cuiaba,MT
